yeast	human
CDC19	PPP1R14A
PFD1	RTN4IP1
MAK21	STAMBPL1
DSL1	TBPL1
MDS3	EIF4A3
MRPL25	TRIO
SRP14	SDC1
BRR2	MAPK8
HGH1	ZBTB12
MRPL44	RASAL2
KRS1	COL5A3
RRP40	RGS3
FAP1	APOA1
NIP1	DCN
PTC4	WDR57
MEX67	ATOH1
PET112	PRPH2
YMR317W	PODXL
SNF8	GUCY2C
SCS2	FOXP3
YLL032C	ETFA
RPL1B	MED6
CDC33	BMPR2
MET18	PAIP2
DHH1	NUDT10
FPR1	LCAT
RET2	DMBT1
RPL2A	FASLG
RAD26	EFHC1
RTT103	POLR1D
CTI6	TXNRD1
CCT8	TNFSF11
YIL161W	HPR
YNR036C	RND2
FPR4	BRD4
YLR345W	PTCHD2
RPC19	MSH6
LEU9	PIWIL2
BUG1	MAS1
KRE11	POLR2D
ADE5,7	HNF4A
YPL014W	FFAR3
ZEO1	USP8
ARC15	SAA2
BUD21	MKI67IP
BUD14	FXYD3
RAV1	NCBP1
YTM1	NUDT14
RET3	SFTPA2
TRZ1	RRAGA
ADR1	NKTR
SMD1	YEATS4
MRN1	TRIB1
PSF2	FUT1
YGL242C	XRN1
RFC3	PFN4
CYC3	PURB
PRE7	PSMA6
TAH11	STAT3
TFS1	TLR5
GPI16	XDH
ARC19	F7
VPS17	ABCG2
VMA13	RPS25
VPS53	DSC1
RPL2B	SUMO1
TIF6	COPS7A
GYP1	SART3
COF1	TRIM37
YGL039W	GSK3A
HMG2	ARNTL
PRO2	PLAU
TRX2	ATF5
ARO1	SNRPN
MGE1	KDELR1
ARD1	ARIH1
MED8	MEIS1
ATG29	NTHL1
RPL32	RPL7A
RRS1	SON
VHS2	MTSS1
SSN2	DNMT1
SWA2	GTF2H4
ENP2	SFRP2
NOB1	MBD3L1
TUB3	MAP3K7IP1
RXT2	RANBP9
SNM1	POP7
PSR1	GAGE5
NOP12	PPARBP
ELA1	GBP2
MEC1	HEY2
SIR3	KIAA0174
CLB2	EDG6
QCR2	FGB
RSA1	UBC
SAM1	COPS5
SGF73	EXOSC1
MDM10	LMO4
SSD1	TRIM25
VPS51	PKP3
RPM2	THEG
YMR178W	NCAPG
PIL1	FBXW8
KTI12	TUBA8
LOS1	DUSP16
CLB4	SYT2
HFM1	NXF5
HOS2	MAX
CDC11	VASN
OXA1	ETS2
OTU1	PRUNE
OCA1	LRP5
ELG1	OXA1L
EGD1	SOD2
ADE17	TCEB3C
YPT6	BCL2
TDH1	TNFRSF25
CIT1	CIDEA
PRP2	TRO
ATP8	ALG10
ATP2	SRRM1
YGR266W	DFFB
RRP1	CENPE
POL1	APBA1
LSM3	GADD45A
NUP116	DGKD
RAD51	RAB6B
UBP10	C21orf56
GCN5	BAIAP2
MSS116	SAP130
REG1	NGFB
CUS2	DUSP7
GSP1	BICD2
RFS1	SKIL
CSL4	AP2A1
PBP1	FSIP1
SEC5	MAFB
ARC40	CMA1
APE2	MAD2L2
YOR356W	IL11RA
YNL247W	DSG3
VID22	DLST
RPF1	FBXL2
GET1	SMPD1
MED1	KCNA2
SGF11	MLKL
MUD2	RNASEN
RSC3	NCK2
NRD1	EPHA2
SEC66	CASP8AP2
YIL172C	AMFR
YDJ1	TIAL1
TLG1	SLC22A1
PFK2	EIF4G1
MSL5	DGCR8
SMC3	ADAM19
URK1	NOMO3
CKI1	NRD1
RPS7A	GRB7
GAL11	LIN7A
RPL15B	C7orf25
BUD23	PRMT3
BDF2	ZNF91
GRX4	DNAJC10
MOT1	NBN
PRP28	C2orf44
SNP1	MAP3K10
TSL1	TRAF1
HDA3	TP73L
SDH2	HAVCR1
CCR4	TEX11
APS1	DDB1
RET1	PLCB3
RPC25	LRRCC1
MTQ2	HPS3
VPS75	GRHL2
MRP51	MED25
KAE1	OAZ1
HTB2	TNFRSF6B
ENP1	DDX20
VMA7	UPF3A
RGD2	NLRP12
YML082W	PPP2R5E
PRP39	ARRB2
SRC1	BCS1L
OCA5	LRP6
KEX2	HSPA5
GEA2	PRMT5
TAF6	PBX2
YBR012W-B	PDE4DIP
SET3	HEYL
MVB12	TGFBR1
ADH3	RHOD
MLH1	GSTM2
EFB1	BIRC2
NUM1	ODF2L
TMA22	JMJD2B
DOC1	UCN2
STI1	SFRS9
ARB1	RPL12
RKM2	TNKS1BP1
GCD1	TSC2
NOP10	RAVER1
TAF10	SKIV2L2
RMD9	RPS16
MLC1	NFKBIE
NTO1	RAI1
VTI1	ASGR2
NSE3	NCOA1
RPC10	PRKCI
SWI3	TANK
SPC72	CDC42BPA
GFA1	TRAF5
SET1	HMGB1
TIF4632	RELB
SEC23	FANCD2
RPL11B	SETDB1
PDC6	ZFAND6
YML6	POLR2L
HRT1	TUBGCP2
YPR114W	PLXNA2
VAB2	SMC2
TDH2	TNKS2
TRM82	EDN1
KGD2	RNH1
EXO70	CEBPG
ATG18	COPG2
PRP43	EBNA1BP2
SSF1	GRIA3
CYS3	RNGTT
GCD7	TCL1A
RPL40A	PELI2
SNT1	PHOX2A
LSM1	AHR
CYC8	CTR9
RPC17	IL13
SEC72	CASP8
SNU71	TACC2
AMS1	NOP17
DEP1	PABPC1
GCD10	JARID2
RGD1	PSPC1
APS3	TUBA1
ILS1	ZBTB32
POP7	RPP40
RPD3	FUBP1
RSM28	CHMP4C
QCR7	FGA
BRR1	SS18
RPL43A	MVD
ECM5	VPS16
UTP21	SIN3B
GUS1	RIPK2
SPB1	CUL4B
YCR016W	GALNT1
BTT1	EDEM2
VPS38	CEP250
HSP104	C7orf30
SEC8	IL13RA2
PHO85	SOX11
VTC1	VDAC3
GSP2	NEK9
HMS1	ING5
SIW14	RYK
PTC6	SERPINB2
PSP2	FLG
HMG1	HLF
STM1	CDC2L5
YMR259C	TBC1D4
MLC2	COG4
DCS1	PLA2G10
RPA190	PARD6G
MRPS5	MED4
RPL18A	KCTD20
SWC7	VPS36
PUP1	PSMB3
YDL026W	FMOD
PDC2	NBR1
RPL4A	FBLN1
TUB2	PKM2
ROX3	GRIN2B
RSE1	MAPK14
CPA1	CD14
VHS3	PNMA6A
YRA2	SSX1
YCS4	TMEM11
RNH201	POLR3A
BNA3	CTGF
KTR6	CRADD
POL12	KIF17
RSM22	ANKHD1
DOA1	NISCH
MPH1	PPFIBP1
RNT1	TNFAIP1
GAR1	ASH2L
RPL15A	ARHGEF6
HSK3	ERCC8
COG6	CD74
YGR203W	BRF1
RPL29	AXIN1
RPO26	FADD
GAA1	C6orf203
PRS3	RENBP
ASK1	PLXNB1
PHB1	GATA3
DLS1	PLCB1
BAT2	CA2
ALD6	PAK2
YPL009C	NXF3
LEA1	MDM2
CAP2	KRTAP4-12
MRPL4	NFKBIZ
LSM12	FSIP2
SSU72	CDYL
FMC1	PLCD4
GID7	FOXP1
SIS1	AP3B2
YKU70	AKAP8
UBP15	PDCD2
YMR258C	TPT1
YDL089W	C3orf63
SLI15	SSB
TFC4	SKAP1
PYC2	LIPF
YOL098C	MSH4
GIR2	SNAP29
NOT5	RUFY2
QNQ1	UBE2I
TEF4	TNFRSF4
VIP1	UTY
YRA1	DDX24
CLN2	GPR143
ERP2	CENTB1
POL32	DSN1
MAM33	CHMP2A
SER33	FCER1A
UBP2	ID2
TCB3	EPN2
BOS1	CD200
POR1	UBE2M
CAF20	PMPCA
ERG29	CREBBP
DBP7	ARHGAP18
YOR251C	MMP14
VAS1	LGTN
MAS2	SSR1
SKI8	PAXIP1
UBA1	GUCY2F
VPH1	PIGT
VPS8	PEX26
HHF2	SMARCC2
CLB3	EDG3
MAK10	CASC5
RPS10A	CACHD1
ENT3	DEGS1
RTS3	RAB11FIP3
SHE2	IL1A
APC4	IL28A
RPS8B	AOF2
TFB2	ANGPT2
MRPL10	ATF3
FYV8	SFPQ
TVP23	MYH13
FAA4	LRRFIP1
CTK1	TRAF3IP1
TOM71	LRSAM1
EFT2	HRAS
FAR3	NKX2-5
SIK1	COMP
SDH1	SEMA4A
SPT4	ATG16L1
INP52	RNF11
RRP46	LRRC7
PRC1	SIGIRR
IDS2	LOX
RPL43B	RPL26
VPS28	EIF2AK4
CDC27	IL10
PSD1	TOM1L1
CIK1	MMP3
HCA4	CSDA
HOS4	CASP5
SKP1	STEAP3
NTA1	FOSL1
YMR181C	MT-CO1
CIA1	PAIP1
YHB1	ADAM17
RPN11	PSMD7
RPL7A	DIAPH1
SUI3	ITGA5
ATG11	GTF2E1
ASN1	TOP3A
VPS5	POLD2
HSH155	IGF1R
BDH1	MYLIP
BCH2	RAB11FIP4
TBF1	TUBB2C
RRP4	DLG2
AAR2	SPIB
FLC2	SST
SNU66	PTPN1
SSL1	A2M
ESF1	PCBP2
LRC4	ARID1A
GDH2	PLXNB3
TIF1	CHMP2B
EXO84	CREB5
ADH2	LTB
GLC7	CRKL
RPS26A	WDR76
ARX1	GPS1
TRR2	OCM
IES5	SAPS1
MRD1	KLC3
RPN3	PSMC2
YOR1	CYP11A1
STE4	F9
RFA3	PPP2R5D
YBL054W	TRAF7
CEG1	IFT140
NOC3	FBXO4
RSC58	PSEN2
SRL2	GFRA2
RSM19	IXL
PSK1	ZDHHC7
MET6	PI4K2B
WBP1	RLN1
IMD1	RPS3
RPL28	EPS15
NUP133	TRIP10
NAS6	EXOSC2
SUT1	SOX30
PET111	EIF3S9
YJL070C	SNX5
APM3	GPAA1
PAM1	MAP3K12
PHO88	STMN2
VMA2	RBM8A
YFL034W	COG6
YOR131C	ELF2
PAN2	REXO1
TOP1	CIAPIN1
SSP120	SLC40A1
YAR010C	NEDD8
RPL22B	ROCK2
YBP1	CHRNB1
IES1	MATR3
SRO9	SNIP1
IMD4	AAMP
SPC19	XAB2
HTA2	IL1RN
CTR9	PAK1IP1
SRM1	NEK7
SRP101	MID1
BUD22	CLU
RPS22B	SIN3A
MRI1	GPD1
PCF11	MAN2A2
WTM2	SCUBE1
BOI2	SLC30A3
AHA1	SCRIB
PUP3	PSMA5
CSI1	ECT2
HRB1	NRXN2
NGL1	C6
CCT2	PRPF8
USA1	FGFR3
SRP68	CCL21
KHA1	IRAK1BP1
LSB5	ATG4B
PDR5	SSTR1
YRB30	MMP10
TOP2	TERF2IP
XRS2	MLLT10
YHC1	MAPK8IP3
THI3	GPIAP1
SEC21	SFTPA1
MRPL51	SMARCD2
POP2	C16orf70
TSR2	PRKAR2B
GLN1	ALPL
CCT4	NUDT21
SUI1	UACA
APL2	RFWD2
BRN1	HK1
PRP4	CRK
PGK1	RNPS1
SAM2	S100A7
LCD1	AGTPBP1
PYK2	CSNK1G3
YSH1	FYN
UTP30	KPNA2
ABD1	XPO1
YEL043W	WDR42A
RPL9B	AKAP7
DLD3	PCSK9
YGR283C	MLL3
HST1	PARP2
YDR341C	PHB2
BMH2	CARD14
POP6	TPD52L2
DML1	ATP6AP1
BUD32	OAZ2
WHI2	GMCL1L
HOT1	BMP3
CAF16	SCN2B
MRPL38	ARNTL2
DCP1	EIF2AK1
MRP21	THRAP1
ACO1	PTPN3
ALT1	MUC16
MON2	SLC7A11
HIF1	MSN
APL5	PIN1
TAF5	BLNK
YGR071C	PSME1
OYE3	DBN1
SEH1	PDK2
RPB8	MSH2
LIP2	STX12
VPS9	BACH2
GIC1	KRT9
CDC7	ISG15
MNN11	TJP3
ZDS2	CDC42
SMD3	PPP1CC
NOP7	KIAA0182
TAF7	MYH10
HYP2	UBE2J1
SEC18	RIC8A
RAV2	RNUXA
TUS1	ATF4
SUP35	CASP14
STT4	NFATC2
MOT2	ARHGAP19
RPS0A	CPSF6
SUB2	CAP1
ACS2	PRPF4
SRB5	GNG13
YIL096C	TUBB
LSM6	GAB2
RPB9	TICAM2
RPL8B	NFKBIB
HSP60	SPAG9
CDC10	TGFB2
TMA7	PDE6A
ELP6	CCT4
BRE2	ZBTB33
YOR164C	CCNE2
COX13	BNIPL
RPL17B	LCK
TFB3	COL4A4
SRN2	SMAD4
NHP10	TNFRSF10A
POL31	ZWINT
LSB1	DNPEP
GET2	GSS
TYS1	MAGEA4
TOM40	CSRP3
LST8	SFRS11
SWR1	CHMP6
SPI1	NUP214
HHT1	PTPN18
HSP26	TRIM9
SEN2	TNFRSF13C
NBA1	CD82
CBC2	SMARCE1
MAE1	GATA2
CDC34	RAB11FIP1
CDC16	IL22RA2
CDC12	ENG
SDS22	EPHB6
MRP7	DSP
IKI3	CCT8
NAB2	NUP210
PDB1	FTSJ3
HTL1	COL6A3
PRP38	CARD11
GRE3	DRG1
OLE1	C6orf21
NPR2	HCRTR2
TFB1	LEP
ERP4	VTI1B
FUN12	STAT5B
PAT1	MAPK12
EMP24	VAMP3
IPI1	FBXO3
RSM25	MED12
HXT4	CAMK2D
HIR1	HRB
SAC3	MPP3
MSI1	IFT80
ATG2	ARL1
YAR075W	RPL9
SPO14	UIMC1
IDH1	OLFM2
SSN3	NUP62
RPL12A	RPL7
UFD1	CNKSR1
MRPL7	TNIP2
ISN1	RAB40C
MTO1	YIPF3
RUP1	ID3
FIT1	UCHL5
SFB3	FANCE
APC5	IL22
LTE1	MTA3
SWD1	BRMS1L
ROK1	EREG
RPS29B	PKP2
SEC27	TLR2
SNU23	TRIM24
BUR2	ZP2
ASE1	AKAP10
FUR1	NCLN
YGL082W	FLII
DMR1	ACTR3B
TMA16	CHMP4A
SMB1	AKT1
MTR4	SMARCD3
VPH2	IFITM2
HSP42	CENTA1
TOM1	ZFPM1
MRS6	RINT1
ALG12	CD247
CPR1	EHMT1
YNR047W	RASSF7
GIP3	FCGR1A
YNL086W	LIG4
YAK1	NCF4
PRE10	PSMB8
SCS3	HSPA2
TIF5	AMN
BEM1	CENTG2
YBR225W	CASC3
SUR7	NRSN2
RPS1B	EGFR
SYC1	RREB1
RPL21A	RPL10A
YKE2	EXOC6
RPL5	MRE11A
PPH22	ERBB4
ARP8	TRPC4AP
YGR017W	TLE2
HRP1	RFXAP
RNA1	POLR2A
NDE2	C21orf7
RPL7B	PLD1
TAH1	RIPK3
RGR1	CD8A
NUP82	CTTN
YGR054W	EPPK1
STE11	CX3CR1
LIN1	GADD45B
SMX2	PHB
RPL13A	CHD4
RPS11B	FRS2
CYR1	POU3F4
XBP1	EIF5
YPS7	SIRT2
SWC4	TRADD
CYK3	C15orf23
SEC15	FOSL2
HPR1	TNFRSF9
SIP1	BAT2
RSC30	EDD1
RPS18B	MTA1
CNB1	MYO1E
SPB4	FBXO15
MGM101	PTPRM
YOS9	ARPC4
BMS1	AMBP
SRP54	CXCL10
DPB3	PACSIN1
STE2	LNPEP
SPP382	CXCR4
CHS6	ANKRD2
TCP1	CPSF4
DDR48	LCOR
GCN1	EXOSC10
CNA1	BLMH
RPA135	PRKCZ
SNX4	GOLGA5
CHS1	CCT3
POL3	ZW10
MET12	NCOA5
CLU1	MAP3K3
MNL1	UMPS
BUB2	SFRS6
RRP5	RFXANK
SWD2	ING1
ATP12	TRIM39
PCL7	ZNF202
NIC96	EIF3S5
FYV4	THRAP3
RTG3	TIMELESS
YLR072W	PHF23
LIA1	HPCAL4
CRP1	NPC2
YAR1	ATXN1
CHA1	C3orf40
SNU56	BAZ1B
COG5	ZNF408
ELP2	TCP1
LAT1	CSNK1G2
NEW1	RAE1
PSF1	ST6GAL1
FMP32	KCNMA1
HAP3	GNG2
NAM9	MITD1
RPB3	TIAF1
SEC24	AGTR2
NOC4	CIITA
SOK1	HIST1H2BJ
APL3	WDR1
TOF1	APTX
MRP4	MED28
RPS25A	DDX21
YFR006W	ENTPD2
MTR2	TCF4
ERG7	RGR
MRS4	UCP1
TSC13	IL17B
ATP16	SMAD9
BUB3	KATNB1
YCR102C	PATZ1
RAD7	PRCP
NKP1	ELA2
PRS1	REN
VID30	CTBP1
ASF1	MAPK4
RNA14	GRAP
GSY2	SEPT8
NDT80	KIAA0319
CLF1	SUPT16H
MRPL27	PTPN13
LYS5	TPO
SEN1	HDAC6
RPL42B	SF1
LSM8	TAF1C
GSY1	PFTK1
RCO1	KHSRP
VPS4	LMNB1
RSC4	FEZ1
TRS31	MCM4
PNG1	EYA2
PRP11	PFKFB2
YGR272C	WSB1
FPR3	CLDN1
TPK2	CTSA
FIG4	C3orf34
STV1	STAM
RPL11A	HP
IGO1	SNRK
YOR262W	MYH2
CDC48	NME1
BLM10	PSMB4
RPS28B	IKZF1
SPG5	RPL30
ESP1	GTF3C5
RPN10	MCM6
KIN28	TMPRSS6
YLH47	LAPTM5
SIP5	UBOX5
RBG1	CAV3
SPC2	PTPN23
CAF40	RAD23B
NOG1	PFDN2
NVJ1	GNPAT
DCW1	PSMD8
RAD27	DPF2
BET4	HCN2
RHR2	PYY
SEI1	ECM1
MRPL1	RELA
ISW2	PARD3
PRP8	MED31
TPO2	SLC6A2
YCR015C	GTF3C2
ENO2	HSPA8
RPL20B	CDC2L2
STP22	EWSR1
KAP123	TJP1
YLR287C	TRRAP
SWP1	CDH13
GTB1	C1orf19
POP4	TPD52
MRPL33	ANGPT1
YMR187C	SHH
IDP1	CDH1
SCD6	PRTFDC1
LGE1	F12
TAH18	NTF5
TAF11	MEIS2
ATG14	KNS2
NOP8	SFRS10
CAF130	VCP
ERV25	RDBP
RPP1B	RPLP2
SNF11	BRCA2
YEF3	NXF1
MRPL23	POLR1E
RPL31A	DDX18
RPL6B	SLC8A1
SGF29	BLOC1S1
SMC4	LYPLA2
PSH1	ICAM2
HHT2	LAT2
NSL1	FASTK
RPL27B	HNRPUL1
DPH2	RASGRP1
TFA2	AGC1
GPI17	BTN1A1
SPT20	HOXA9
RTT101	WDR44
TOR1	ANK3
TKL1	PPIH
SEC16	PIK3CB
MUS81	CPNE1
KRE33	PES1
COP1	TLR1
ARP9	PLCG2
RPL16A	ZMYM2
RTT105	PPFIA3
REI1	CUL3
YDR186C	EFTUD2
TRM3	CDC42EP4
MCD1	MAGEB18
UBP6	USP7
SAF1	SERGEF
RPG1	USP9X
LRP1	EXOC2
YDR415C	GUCA1B
DED1	REL
UFD2	NME3
COG1	GORASP2
PSR2	GAGE8
SLS1	SSH2
ADE3	IKBKB
YIL151C	PDCL
VPS29	POLD4
YDR338C	COL4A3BP
MCM5	SPAST
CUS1	MAPK9
LCP5	NIP7
RPL31B	GLG1
IFA38	PRKX
CTK3	DISC1
INO80	ELAVL4
YNL276C	PRKD2
YKL100C	EHMT2
NCB2	IFI6
YBR139W	PTPRK
HRD3	SCN2A2
RTT109	GRHL3
GCN2	NXF2
KAP95	HAND2
EST3	PSMB10
RIB7	DDX6
GDS1	PRKACA
YKL023W	PAX2
SER3	ITIH2
MMM1	NXT1
ALY2	CSNK2A1
UTP15	FBXW11
NUP2	GFER
ANP1	TRPC4
RPN2	HIF1A
TFB5	MYO3A
RAD6	LNX1
EAF5	HNRPAB
TFC3	SRC
CHL4	ITGAM
SPT15	PLK3
TAF9	SMYD3
RPL19A	PLEC1
CSM3	CNTROB
UTP4	SAP30
RFX1	PVRL3
BIR1	TROVE2
YTA12	HTATSF1
PDC1	TNFRSF1A
RRP45	DLG3
BCY1	CNGA1
SAP185	MAP1B
ORC4	TRIM27
RPL36A	FN1
TRS130	POLR2J
SPP1	SKI
ATP4	GJA8
TRP3	HCFC1
RPS5	NR2C2
KKQ8	SMAD1
RLP7	RAF1
YGR250C	DUSP22
BUD7	YBX1
GIM4	SEPT6
YME2	GUCA1A
UBX2	TPM2
MYO1	COG7
VPS71	VPS25
GDI1	BNIP3
YEL025C	PTGES
MYO5	AP2A2
MRPS17	CRSP7
MAD2	CPNE4
TRM9	SURF6
MBA1	MUSK
YER077C	CGN
RRI2	MYT1
CPR6	SNRPB2
VAC14	RABL2B
BUD20	CD63
RFC1	MT-CO3
FOL1	SH3BP5
YLR257W	NRIP1
SOL1	SEC31A
RAD52	ERC1
RTS1	NRG3
MKT1	KRT10
COR1	LPA
NUP1	NPM1
PIH1	ZFAND5
MPP10	KLF16
DCC1	GAK
TMA108	MAP3K13
ITC1	FYB
COG8	IGBP1
RVS161	PSMD4
RPS6A	AURKA
TRP2	HCFC1R1
TFB4	COL1A2
RPL17A	CYFIP1
CKB1	COL4A1
MSH3	BSN
YPL066W	GRASP
NHP2	TCEB3
MRP1	MED18
MDY2	TTLL5
IMG1	TNFAIP3
YAP1	COPS6
VPS1	CIB1
RRP7	RAP1GAP
SNT309	SF3B4
SLD5	LTF
UTP22	DDX27
OST3	C3AR1
CCL1	TGFBI
PWP2	CSK
SRV2	POU3F1
USO1	NFRKB
YCK2	VCPIP1
FMT1	VPS33A
BUD31	MDM4
SNF2	HMG20B
RTR1	EXO1
MKS1	RAB3IL1
PGD1	APC
ELM1	MEGF10
ERP1	NAPB
TUF1	TNFSF13
SDS23	COPG
SEC1	HSPA4
REB1	DCLRE1C
YUR1	ADFP
CTF8	PPP2R4
YKL061W	LAMA2
SOD1	ATP7A
YMR31	CSNK1G1
SMC5	NR1I2
SET7	PRKCA
YBR030W	CHD8
YLR003C	GREM1
ERG1	NFE2L1
GLN4	WDR7
TRK1	PFDN6
RIX1	RBX1
NUP145	HES5
YPT1	GM2A
APC1	UCN3
VID28	PAOX
RPL26B	SRPK2
UBP3	USP37
RSM27	THRAP4
CMK2	EPS8L2
NPL4	RRAD
ILV5	PELI3
NOP58	CDC2L1
SFP1	XPNPEP1
TAF4	EXOSC7
CNM67	NUMB
YDL176W	HIC1
URA3	GABRA3
CKB2	PNMA1
DYN3	COG8
RTT106	CD209
RPL37A	GALNT6
RPS11A	IKBKAP
RNR1	FABP5
PTI1	RASGRP3
LSB3	CD40LG
YAF9	HNRPH1
RPL30	HSPA9
MNN9	IL13RA1
NPL6	C1QBP
FRS2	NMB
KTR2	PDE9A
YGR205W	PTPRJ
CDC26	CRHR2
MFT1	TNFRSF18
PRE6	PSMB6
EFT1	SPI1
BDH2	C1orf156
SSE1	F2RL3
PSD2	SLC9A3R1
BAT1	SLC4A8
DRN1	PNKD
AIM17	LTA
KOG1	HOOK1
GID8	IKZF5
HAT2	RDX
OSH2	PLEKHA8
YGR126W	HRBL
BDF1	CHMP5
URA5	CACNA2D4
OCA2	WNT1
VPS13	RNF139
ARP7	CDC37
SIP2	SMNDC1
MRP49	KPNA3
MAK11	NEURL2
CRZ1	ZC3H12A
VPS3	NIPBL
ZPR1	FGFR1
BSD2	TRIM38
RPL12B	NCOA3
GSG1	MCM8
CCP1	BTBD3
DHR2	PARN
IMP4	UBR1
SIS2	CD48
NHP6A	DDX5
CKS1	GNAI1
TSC11	VPS45
MCM6	SSNA1
SIF2	CENPB
SAW1	MYCBP
ERV41	HEXIM1
RPL35B	PRKAR1A
VPS45	LASS2
NOP14	EIF3S10
TIP20	IRAK3
CDC36	MSLN
MRPL22	DDX3X
MRP10	ACAD8
MAF1	TCP10
OSH7	KRT6B
SMX3	CLTC
YMR196W	AMIGO3
SSN8	GATAD2A
NMD3	NKIRAS1
PTC3	TXNL4B
STT3	RXFP1
YNL260C	MEOX1
ASI3	REST
LYS9	ORC3L
RLF2	MAP7
SEC3	TEF
MKK1	CDC42EP3
TEX1	TRAF3IP3
YCR043C	GJA7
NSA2	ICAM1
YBR238C	SEMA6A
GCD2	BRMS1
SFB2	XPO6
CDC43	MTMR2
ATG26	AKAP8L
CDC73	TAF1A
NOP4	U2AF2
PEP8	POLD1
IOC2	NADSYN1
BUD2	MAGI3
GIS2	COMMD1
FYV10	KLF12
JJJ1	SUMO3
PDI1	MLH3
