yeast	human
YFR006W	KCNV2
CNA1	PEPD
ERD2	IFITM1
IPI1	MNDA
FMP27	ABLIM3
RAD53	CCR6
SMC1	P2RX3
PHB1	PPFIA2
SNA2	CDCA8
PIH1	SSH3
CDC10	C8B
SHS1	MATN3
SXM1	CBS
YLL023C	LEFTY2
ISY1	NUP85
NTR2	GFM1
MFT1	TCF2
BCP1	CORT
RKM1	SST
NCB2	C17orf28
ATP5	ADAM19
CHA1	MYBPC1
VMA13	CALCA
ARB1	CLIC4
CUL3	MYBPC2
YIL001W	MYBPH
MRP21	CAT
AEP2	CKM
PEX11	FAM46B
CLB2	IFT80
GTB1	GJB6
MRPL38	GPR17
NHP2	TBL1XR1
ELP2	RAD54L2
KTI12	IAPP
MES1	HSFX1
GPI17	MT-ND1
YUR1	NPC2
BDH1	PCID2
BDH2	AURKAIP1
PUS7	HBZ
COG5	ATP6V1A
VMA10	VPS16
OCA5	RRS1
TUF1	OAZ3
SAC6	RABGGTA
CDC24	ADIPOQ
BOI2	HTATIP2
RAD23	PLA2G10
PNG1	GNMT
YCS4	APOC1
SMC4	IL10RB
DUO1	RAD51L1
ASK1	AANAT
POL31	CLTCL1
PYC2	PIGF
PYC1	PIGG
SDS23	ZNF364
LST8	WBSCR18
YET1	ERVWE1
RMD8	OPRS1
CCR4	PIGA
MOT2	TRIM54
RNT1	ASB8
KTR2	LOXL3
RPN6	COL4A2
SUI1	SELE
MSN5	CRCT1
BRN1	KCND3
DPH1	SH3YL1
CDC12	SSR2
MRP10	MYST3
VPS38	EMCN
VPS30	RCN2
NOP13	THY1
SRP101	ITIH2
SRP102	ENO3
PEP5	HAMP
VAM6	ISG20L2
YIL151C	TOE1
VPS8	PISD
TCP1	CLIC5
APC4	TRIM55
NUF2	HOOK1
SPC24	ZNF250
PSY4	ATG5
SSD1	PDZD3
CLN2	NUCKS1
IOC3	IRAK3
SEC39	HSD17B14
LIN1	ALS2CR11
MRPL51	CD69
CDC3	PRKAB1
GIN4	DUSP16
PRE9	CTBP2
HRK1	KCNJ5
SWD3	ASB6
PRK1	TRO
PFK2	RELN
YMR262W	CBFB
HXT7	PRIMA1
RET2	ATP2B1
DCP2	KCNJ3
CCH1	NUCB2
NIS1	SEMA3B
NBA1	SEMA3A
ERG7	TMCC2
ERG27	MTMR12
TFB4	HIP1R
CDC27	BAHCC1
CWP1	RNF34
DST1	MOCS3
MRPL19	ACAD8
SRL3	ZNF354A
ATP7	AGRP
HSE1	NMU
HKR1	GLE1L
RAD52	SLC40A1
LOS1	GRPEL1
SWA2	RAB3B
RAD27	ARHGAP8
RRP6	SEPT6
BMH2	SCAMP2
PIK1	KCTD17
SSA3	ADCYAP1
YNR047W	ARID5A
YGL082W	TAC4
FAA4	GMCL1L
PRI1	DPH3
YPR174C	PPM1L
SNF11	FMO1
YGR130C	RGS17
YMR031C	ANKRD1
CCP1	SIGLEC6
COF1	ANKZF1
TWF1	MKI67
TRM3	MYH2
ENO1	MYOM2
UBP3	USP5
FZO1	TIMM9
MCK1	OBP2A
BUD14	CDC2L6
RNR2	TRAPPC3
SPC2	ARSE
AKR1	SEMA4A
SYN8	CRYBB1
BCH1	IL23R
SLA2	IGHG1
PAN1	GAL3ST1
END3	GFRA2
SUB2	ZMYM3
HFM1	RAB11FIP1
ATG26	RREB1
MRP8	RAB7A
PMS1	UBE1L
YNL086W	LMBR1L
PRI2	SERGEF
LYS9	ZPBP
PUT1	DEFB4
YMR315W	SUCLG2
COG7	XDH
YDR338C	LGALS7
GET2	HCRTR2
MAM33	PSCD1
SLX5	RASD2
IDH1	PSME2
QCR7	SCIN
RPS12	PDCD7
RAD18	SCGB2A1
RAD6	DBC1
TFA1	IL13RA2
MTW1	ETV7
NNF1	MEFV
SIC1	ABCD3
YPL009C	USP4
YDR306C	HLA-DPB1
CCT3	MTNR1B
GCN20	ORC1L
FMP52	NKTR
REI1	CITED2
SWC7	EGFL9
BDF1	ASGR2
PSY2	SSR1
COQ4	ACTR1B
YPK1	MS4A7
YPK2	PGS1
MET18	ITPR2
RAD3	SRP14
STE4	PIWIL2
ZDS1	RAD51C
URA5	C1orf160
URA10	RGR
VPS41	OCM
ARC1	ENTPD6
BUD23	PDCD11
LCB2	UMPS
LCB1	CDC42EP3
TEX1	KIAA1128
FMP32	MUT
ERV29	ABCE1
SUP45	SH2D2A
MET6	BZRAP1
AHC2	SFMBT1
CUS2	BXDC5
SMC5	C15orf23
UBP6	ECM1
ADR1	C10orf18
UFE1	MATN4
SEC20	CLTA
SEC22	PPP1R1B
CCT7	DMC1
VID27	SNTG2
MRD1	PAK3
ERP1	BNIP2
ABZ2	IHPK1
DSL1	CIRBP
TAF13	FAM48A
DAD1	TPH1
DAD3	GPC4
COP1	SFRS16
CDC13	MZF1
VPS72	CARHSP1
MSB2	AMPD1
TID3	NIPSNAP1
RGD1	CDH13
FYV8	LHX4
ARC40	TRAPPC6B
VPH1	KIFAP3
VMA22	TRAPPC2L
RRP3	SSH1
KAE1	DZIP1
CGI121	PEF1
SLY1	PDK4
YCR076C	SAR1A
PDR1	C16orf77
MUK1	ACD
CAF40	AP4S1
ATP3	LTA4H
LEO1	POFUT1
SEC7	AIP
ARC35	MC1R
DTD1	DDO
FOL1	PLIN
MGM101	PGRMC1
ARO3	NME5
PHB2	PPFIA3
SPP1	FABP4
YER071C	PPIL5
AIM21	WNT5A
GCD1	VEGFB
RTT106	FXYD2
AIR1	LGTN
PEP8	P2RX1
YDL173W	TMEM19
RAD26	ERGIC1
PCS60	JUB
VPS35	UBL5
GET3	RXFP2
GET1	INSL3
IMH1	RPE65
LYS21	ARFGEF1
NPL4	GHRHR
SSA4	PPP2R5D
FAS2	IRAK4
LSB5	FANCB
PEX5	TLOC1
MMT1	ATP6AP1
ORC3	ARPC3
SEH1	EXOSC9
VPS5	OMP
SAC3	SERPINA7
THP1	UACA
CDC53	COPB1
LEM3	PTGDR
SWD1	BLOC1S2
TOP1	DRP2
REB1	KIAA1712
SEC63	NDUFS6
SEC62	CLUAP1
TIP41	PTPRN
CHS6	RAD51L3
SNF4	SERTAD2
SEC16	CHM
YPT52	CHRNB2
MRS6	GGN
NTA1	RBP3
TAH1	NOLA1
MYO2	PDIA4
SHE4	WDR12
QNQ1	FNBP1L
CPA1	ISCU
AAR2	PTPN7
YML131W	HECW1
TFS1	LRP4
PRC1	GCGR
RAD16	ACR
PSF1	FLAD1
PSF2	UBE2E2
VMA4	ACTN3
SEC26	RNF31
YIL161W	NUPL2
FAP1	POLRMT
TAF2	B4GALT1
TAF8	GP1BB
GPI16	KCNH1
GAA1	CALML3
PPH3	SETD2
FES1	DPF2
IML3	SFRP1
APL6	SSR3
APS3	PNO1
APL5	YIPF3
CYK3	ZNF609
NAB6	C7orf36
SAS5	PCCB
WTM2	MRPL12
SOD1	IL17RA
CCS1	CXCL16
KEL1	IFIT3
KIN1	IFIT2
CSE1	SEPT9
RPN11	PPP1R15A
NSE3	OPTC
NSE4	C20orf27
VPS13	CHAD
VID30	C1QTNF5
YDL176W	EIF2AK3
AMS1	RPE
SLX9	GRAP
ELP3	ADD1
ALT1	HLTF
SIP2	ATRNL1
IDS2	ERAF
AHA1	SURF6
SEC18	SDF2L1
SSK2	GNPNAT1
PBS2	KLHDC4
MAS2	EPM2AIP1
MAS1	IL22
YMR181C	PIGY
YNL247W	RAB32
PKH1	SEMA3C
RAM1	C20orf4
RAM2	HCN2
EFG1	CLPP
BUD22	CLPX
CAP1	ZBTB33
RAV2	C19orf50
PPN1	HIST1H2AE
FAR1	PSCDBP
DLD1	FAM107B
MOG1	ALDH5A1
KTR6	PDZK1IP1
SGT2	NOL8
MDY2	RRAGD
NMA2	YIPF4
ITC1	CUL4A
YHR009C	ZCCHC13
YMR086W	POLR3K
SIR2	NCAPD2
GIS4	SP140
ORC5	IL1R2
ORC6	USP10
YEL025C	PTGER3
SCS2	RXFP1
OPI1	RLN3
BBC1	ALPPL2
TCB3	DUSP4
BEM1	ADIPOR2
CYR1	CHRAC1
SRV2	ASAH1
DPB3	NDUFS8
YMR31	VPS25
BUD9	DNM1L
SCW11	CFHR3
DIA1	WBP1
YPL088W	OLFM4
TUB4	CHGA
SNF1	UBE2E3
YMR187C	HLA-DOB
DHR2	ZNF74
UBP10	CEP57
PTC1	NAGA
SHP1	FABP3
MRN1	ISGF3G
FUR1	ALAS2
NSP1	ARHGAP27
NUP57	SNX3
HSP78	C3orf34
PDC5	CCDC92
DGA1	MGLL
PRM8	ATXN7L2
IDP3	ZNF197
TEL1	ALG10
ATG4	STX17
APM3	MKI67IP
RAD7	UBE1DC1
VPS33	DRG2
YBR225W	CRELD2
PSF3	WDR76
NUP49	SLC38A2
BRL1	HIST1H2BL
HAP3	ZNF202
NTH1	FAM21C
YME2	ADSS
TFG1	EFS
HPC2	TIMM44
RTG2	PDX1
ERP2	GYS1
ERV41	NBR1
ERO1	LFNG
TOA2	IL17B
TOA1	MLC1
CIT1	RWDD4A
YER156C	SLC1A2
ROM2	ATP2A1
ACK1	VSNL1
MRH4	CPNE3
RRI1	GPATCH8
CDC39	CD3D
PDX1	MC4R
EMP47	ERCC8
SSP120	CBR1
SIS2	ROPN1B
YRB30	FNDC5
IKI1	KIAA0913
YLH47	PRDX6
ALD6	IWS1
GDI1	CHRNA2
BRO1	UPK3A
MCM7	MTRR
ERG26	GMPPB
DSN1	POP7
BDF2	RIN3
TOS4	RDH5
PRP28	RLBP1
TAD2	RETN
MDM20	C7orf43
NAT3	TMEM50A
PEP3	MUC2
RTG3	TBC1D5
NMA1	HEXB
KKQ8	RAB40C
TRS130	RAD18
PET112	AGTRL1
LRC6	DENR
FAR3	SLC25A1
DBF4	ZNF291
PRP2	KAL1
MCD1	XRCC2
YJU2	RPAP1
TMA108	SCAMP5
RTR1	EDG8
PAF1	TINF2
AIM17	ZNF558
CYS4	CFI
YGR205W	PNPO
OCA4	ARIH1
STP22	APOBEC3G
VPS28	SLC4A2
SNT2	ARD1A
ECM5	LRRC18
VPS52	SSR4
NMD3	MMS19L
HRD1	CLPS
HRD3	LIPF
ICL1	IL22RA1
PAA1	GAL
PTC2	IL24
SOK1	KCNH5
PST2	CYP11B2
YCP4	PTCH2
RPL22B	FGD4
PHO85	ABCC8
PCL8	CHRNE
OXA1	IFT140
HOG1	CNDP2
RCK2	POMP
PGA2	KIAA2026
YNR062C	C17orf81
YBR139W	CFHR4
YCF1	EVI5L
DBP6	MARCH8
HOS2	DKC1
NUP82	CNOT3
ATG1	NDUFA7
KEL2	IFIT1
SEC31	IGKC
CPR6	POLE4
SOL2	TNXB
CSN9	C2orf3
MKS1	ACOT7
SHE9	SPRR1A
PHO81	CSHL1
ASR1	MS4A3
TFC4	KIR3DL1
TSC10	CMYA1
YPT7	PROL1
HAM1	ANLN
UBP13	ZNF396
YOL087C	ZNF397
MMS21	ATP6V1H
UME6	ROR1
MRM1	CTTNBP2
VPS34	OSGEP
GIM3	PHYHIPL
SLF1	DDIT4L
RTT105	ADMR
CRT10	TEX11
CLN1	TRIM46
MSH6	ZFAND3
DCS1	PRLHR
DCS2	SPTLC2
PTC7	PHGDHL1
SEC14	GNRH2
YCR016W	ZNF7
USA1	PNLIPRP2
PDC6	VLDLR
LTE1	AIF1
ATG17	PTGDS
ATG29	ODC1
RLP24	PITPNM3
PRO1	NTNG1
DOM34	GPHA2
SUR4	PARP4
HGH1	DUSP11
SRM1	LYZ
PTC3	IL19
MET13	PDCD1
MET12	PDCD1LG2
PHO88	C20orf28
FLC2	ATP1A1
YOR352W	TSPO
GLN4	NMUR1
GLT1	ZNF423
YPR036W-A	PIGO
SKI2	KLRC1
MGE1	XCR1
CYM1	XCL2
TAO3	TTC35
NBP35	C14orf122
CRD1	FBXO38
DED81	KLF7
SMC2	SFTPB
YCG1	PRPF18
VID22	BTN1A1
TBF1	XRCC3
SES1	DCTD
ALD4	TIPIN
YKL061W	CRHR2
YGL079W	PTGFR
BRE5	GAS2
CHC1	HBB
YOR356W	PSD
RRP45	RYK
USO1	OGFOD2
YMR317W	ELF5
YFR017C	EPHB4
BUD2	KIAA0020
SPT6	CD180
SPN1	LY86
DCW1	STAG1
TFC3	ATXN2L
PEP12	RAG2
PET111	SLN
SUM1	FAM69B
RFM1	GMPPA
YCR043C	RCN1
NEW1	IREB2
PCM1	SCG3
MGS1	CCNL1
ELM1	HMGCR
DPH5	TCEAL1
SEC1	RPS28
YMR258C	SPA17
RMP1	ALPP
MMS4	SLC1A5
MUS81	CABP4
CMK1	FAT4
VPS15	BOLL
RAD51	PDHA2
DOC1	DTX1
MUM2	SPCS2
SPO14	C17orf42
MND2	GHRL
ULA1	TDH
UBA3	GSTA1
NMD5	PPP1R3A
PDR15	ZNF276
PMR1	NOVA1
PSD1	SIRT3
DRS2	TACR1
HMT1	SCUBE1
PSP2	SCUBE2
TPK3	GUCA1B
PCI8	R3HDM1
GLN1	KPNA5
BSD2	SLC25A6
IFA38	CDA
DCP1	IFNA1
MSS51	FCGR3B
VPS16	PUM1
YNL108C	SRGAP3
PTC4	ZP2
YDR186C	SMPD1
KOG1	HEXA
TOR1	RTN4RL1
CTF8	PLEKHC1
CYC3	GGTL3
YAT1	RAB15
LSM12	UBR2
ARD1	SCAMP3
PRX1	ERGIC3
DOA4	C17orf61
KCC4	DUSP19
BAT1	RABIF
BAT2	LOR
HFD1	ARHGEF5
APL1	ALS2CR12
YJR142W	RAD54L
PCL7	CHRNG
IGO1	MYH4
SEC66	KBTBD10
EAP1	EBI2
HMG2	ARG2
HMG1	PTP4A2
VMA5	COL9A3
RFC4	SNF8
YBT1	TUFM
DAK1	MTM1
SSE2	POLE3
TFC7	GJA5
RPL35A	SMARCD2
PSR1	GLT6D1
PCF11	P2RY2
CLP1	EPS8L1
TVP18	GNL3L
DYN1	PCSK1
GEA1	TWF1
VPS3	DEFB103A
YOR262W	KLHL20
ALY2	MOBKL2B
STE23	TMEM62
BUR2	GNRHR2
SGV1	GCAT
FAB1	CEACAM3
CBK1	SYNE2
HEF3	AKR7A3
YDR282C	CEP27
SPC34	MAML1
HSK3	CA4
URB2	CLOCK
SPC25	GNRH1
RRN6	CNTROB
LSC2	YIPF6
LSC1	RBMS2
IST2	TWF2
DML1	PIWIL4
LSB3	WNT7B
SLA1	PDC
YPS7	ADAM17
PUF3	PLA2R1
SNX4	ETFA
ATG20	NPBWR2
SQS1	SSX1
YGR071C	ZC3H7B
ADE16	ADM
YCR015C	HPCAL1
OTU1	UCN2
ESP1	NARS
YLR455W	TPP1
YKL100C	PCSK4
STT3	EPM2A
YGR203W	SLC4A4
NIC96	FKBP6
SYC1	INHBC
PKC1	KIAA0737
TMA46	RCBTB2
MET10	NADK
RPS29B	HRSP12
ADE13	RDH8
PAM1	EIF1AY
BNI1	MYO18A
YBL113C	KIAA0664
YPL109C	ZC3H7A
GRX4	DIO2
YRA2	DEFB1
NUP133	PPP1R14C
TFC1	SDPR
SEC72	SMG7
ADE5,7	ADPGK
TLG2	LANCL1
YHR202W	ATP1B2
RHR2	ANKRD23
MAK3	XCL1
MAK31	NPY5R
YLR257W	GALNT11
SIS1	RPGRIP1
SER3	POMT1
SER33	POMT2
SLU7	RABL4
PRP18	LTC4S
RKM2	C4BPB
VPS53	CFP
RAS1	HYOU1
YPT6	MLN
COX5A	IMP3
COX9	ADFP
YBP1	FOXJ3
GID8	UHMK1
FMT1	STAC2
CNB1	C11orf41
CMP2	SC4MOL
SRP40	TBCB
TOM71	MTX1
YLR072W	S100A16
PCA1	KIAA1199
YPL014W	DHX37
TPS2	NPTXR
TSL1	ARHGAP18
HST1	HLA-DOA
GIS2	SH3BP5
APM1	EIF5B
APM2	RBM4B
TAP42	TAC3
YOR093C	ZNF287
SSK1	FIS1
TCB1	FHOD1
MUD2	TFIP11
MSL5	TUFT1
PRO2	SRP9
PCT1	CXCL3
YBR053C	TACSTD1
RRD2	SSTR4
AEP1	OTX2
CDC7	DNAL4
ATG18	PTS
SSL2	ATP7A
SPC97	TRIM2
ATM1	NUDT18
YOR111W	FOXK2
BUG1	CYP1A2
RTT103	TINAGL1
AIM42	AARS
SSA1	ICOS
XDJ1	ICOSLG
SPO7	SLC39A11
NEM1	JMJD5
TKL2	C7orf34
TKL1	LHX2
MAK11	MYO9B
ADE6	PAMCI
SFB2	VPS36
UFD2	IL28B
SLD5	WNT7A
WBP1	RRAGB
TPS1	PPIL3
VTC3	SLC1A4
GPI10	METTL9
MNR2	UBE4A
SER2	C1orf164
ESC8	BCL7A
UMP1	CCL20
FOL3	MYOM1
YDL156W	CC2D1A
OST3	DERL2
SCJ1	PSG1
ERP4	ULK2
LYS20	OAZ1
FAR8	C16orf14
NNF2	TOP3A
KRE2	MARCH7
HDA2	CSRP2BP
CDC14	TSPYL4
SHO1	MRPL9
PHO80	MLNR
NDI1	SLC22A2
LEU4	SPAG16
LEU9	SCGB1D1
RBS1	GLI2
RNA15	NDUFS2
NOP16	S100A9
CSI1	C20orf102
MCM6	BCKDHA
MCM5	ABCG8
ECM17	EIF5A2
MMM1	RAD51AP1
FUN19	PRKCBP1
YER140W	ALG2
SLP1	VPS33B
YLR132C	POLDIP3
TUS1	PDGFA
YPL066W	BXDC2
ARP3	SLC4A8
VHS2	CDK2AP2
RPL15B	DYNC1LI1
YMR178W	UCN
RFC1	ACSL6
GAL83	KLK3
SWM1	CDH19
TRM8	B3GNT2
TRM82	C1GALT1C1
YML081W	COX4NB
RNH202	PHF23
RNH201	GIPR
YHL009W-B	SSX2
MAD1	TST
MAD2	GSS
DOA1	CACNA1H
TAH11	SCGN
CAP2	NSFL1C
DUG2	FAM57A
DUG3	MCTS1
ATS1	APEH
DIG1	AGR2
RPM2	TUBB3
STE50	C20orf3
MBA1	RASA4
RTS3	KALRN
COR1	BNIPL
FMC1	CRYGS
ATP12	LRRC4C
TRM112	IL20RA
TRM11	STATH
GIP3	TP53I3
FTH1	GINS2
FET5	ABCG4
RIB7	NUBP1
OCA6	STT3A
RAD50	ACTL6B
TSC13	TMED1
BCS1	DYDC2
CLB4	NPFFR1
CSM3	EBP
TOF1	FECH
RMD9	TLR7
YDL026W	CLIC2
YNL276C	UCHL5IP
IRR1	BCAR3
NQM1	TIMM8A
TAL1	CRISP3
MAP2	FNDC6
RTT109	GSR
VPS75	LRAT
THS1	XAGE2
UBC4	GINS4
UFD4	BSCL2
CPR4	QPRT
PTR3	PCDHA6
OYE3	PRG4
MTQ2	IL20
CRZ1	KIAA1191
SNX41	NPR3
VPS36	GRHL2
GPT2	UPP1
TFA2	PIM2
RPS21A	TAGLN
ARC15	SEDLP
GLC8	FGD1
YPL206C	GAGE5
ADH7	SETD8
YJL049W	FOXG1A
PHO86	KLRB1
ERG29	EEF1A2
PDC2	KLF12
CDC43	HCN4
YJL070C	NFAT5
AMD1	KCNIP2
MAC1	MUC13
COX13	PRX
GPI8	GPR151
KEX2	C1orf89
SIL1	KCNA10
RGP1	FXYD7
RIC1	UBP1
YBL054W	MRPL44
YER077C	FTSJ1
YGL039W	SYNC1
SLM3	ASL
NTH2	HEXDC
ATG14	TMEM22
DNA2	NRSN2
PSD2	CNDP1
PDR17	ASMTL
VTC1	CCDC101
TCM62	SCD
RSR1	ROPN1L
TMA16	EAF1
ABD1	ACSS2
YEL043W	ELL2
PMT4	KIAA0649
CNS1	COQ9
MAK10	SIX4
KTR3	ARMCX2
EMP46	IGLC2
RSA1	ZNF382
TRM9	TMEM4
GSY2	RPL13A
DIG2	NT5C2
VAM7	NUMBL
MSH3	CYP1A1
SWI4	AK5
HMS1	NPBWR1
FRS2	RENBP
FRS1	TRIM7
THI3	ASNA1
RRP15	SAMSN1
NFS1	HCN1
ISD11	IL21
TPS3	KCNB2
SUR7	VIPR2
PDR12	CENPH
KRS1	MRGPRX2
ASI3	CD5L
PTK1	ATOX1
SRL2	GAGE8
KHA1	SNX13
GDH3	SCARF2
GDH1	DFNB31
ATG2	TMEM16H
YTA6	BRP44L
YBR030W	MICAL2
MAP1	PLEKHM2
SEI1	UPP2
YPT1	ZNF334
DBP8	APIP
STE11	PCSK6
FAP7	TNNI3K
ERV46	SLC2A2
YML082W	CD274
BUD6	MGST1
YOR304C-A	YIF1A
AIM45	OGG1
ATP11	SCGB3A1
TRP2	RBP2
TRP3	DHPS
YIL096C	RUTBC1
YEF1	GPHB5
UTR1	WNT5B
SPI1	NEXN
IDP1	CRAT
SEY1	GAS7
SIR3	USP18
RIM11	PURB
YPT31	PCSK1N
SQT1	SMTN
TLG1	PIWIL1
COX6	PPIH
COX4	MPHOSPH10
TMA20	PCYT1B
TMA22	CLEC2D
RRD1	RHOC
VPS51	METT11D1
MLC2	ZNF488
SCW4	KLHL17
YLR287C	EAF2
VPS54	TSC22D1
YOS9	PNLIP
RFS1	SMO
YME1	ABCA4
LRC5	CYP2E1
SUT1	KIF2C
LOT5	C10orf35
TRR1	SMPDL3A
TRR2	SYT16
HXT4	TIMM17B
IFH1	SSH2
REV1	RABL2B
CIK1	C14orf139
PDI1	KLRG1
MNL1	LEPROTL1
HEH2	GSTZ1
ERG24	DMBT1
BNA3	SEH1L
YKR017C	NAT1
YDR049W	FH
CKI1	CFHR5
YGL036W	STMN3
GDS1	HOXD11
PEP1	OMG
DEF1	SCGB2A2
HRT1	GMFG
YPR114W	SCYL1BP1
SKN1	KIAA0174
PBP1	CAPZB
NIF3	ZBED1
SSE1	MAML2
DNM1	RABEPK
ILV2	TSR2
TRK1	SSTR2
SAC1	GPR108
PRS3	TIMM10
PRS1	YPEL4
CAC2	WDR44
YBR012W-B	CYP3A4
YMR291W	CACNA1F
INP2	AOC3
KCS1	CD200R1
SDH1	UGT2B7
SDH2	CXorf26
SKI8	GTF3C5
NDE2	SNX19
SUP35	KIRREL3
YDR357C	PTGES
STT4	CKB
DSS4	IL1RN
YPR091C	PHPT1
BRE1	MOCS2
LGE1	WDR7
YDR051C	GALNT14
PIR1	ANXA11
FBP26	RNASE1
YLR345W	ADPRHL2
HXK2	GDF7
SCD6	SCUBE3
UBA2	EBPL
AOS1	NGEF
APN1	PUS1
ADE17	CUTC
RGD2	GRM6
GIC1	BTG3
SAH1	MTX2
CAF16	TMEM39B
YLL032C	ELMOD1
YML119W	THG1L
PPT1	PQBP1
VPS27	NMUR2
XRS2	RNH1
MRE11	PLXNA4A
ILS1	REST
YPL183C	UTS2D
DOP1	MCHR1
MON2	MLXIPL
SLI15	C14orf133
BIR1	PAX1
GPA1	DDX4
NCP1	MTERFD2
STV1	CNOT10
ATG13	NAT2
EST3	MSLN
PYK2	TROAP
CNM67	C11orf59
UBX2	GHRH
OXR1	HADHB
APE2	SPRR3
SFP1	ZNF403
YDR061W	SCRIB
PHM8	FOXRED1
URK1	SUCLA2
YPL225W	BOP1
JJJ1	CSNK1A1L
YOR251C	RAP2B
DRN1	SEC63
DBR1	TDO2
VPS9	IMPA1
NUM1	KATNA1
SAF1	CXCR6
AAH1	NAGS
TFB5	PDE9A
TFB2	HPCA
TPO2	UPK1A
SKG3	MAT2B
PEX14	PLXNC1
PEX17	SEMA7A
GCN2	TPRKB
MOB1	BHMT
DBF20	GIP
YOR131C	MAP3K9
TMA7	ENTPD2
YMR185W	HMGCS1
ZPR1	CNKSR3
CLC1	MAML3
LYS2	A1BG
LYS5	SPAG6
TAZ1	ACTR10
LIA1	IL17A
AIM30	SCGB1D2
GYP5	ZNF804A
GRE3	TESK2
KIC1	C5orf22
SOG2	GNRHR
SLN1	SLC25A38
NUP192	CYP11B1
PBI2	NMS
ATP4	PIM3
RAD34	MINPP1
PSK1	ETV3
YPI1	LYPLA2
ELC1	HMGCL
SPE4	SEC24C
SPE3	SEC23B
STE12	PAICS
CYS3	POLR3D
NPR2	WIPI1
BOS1	ABCB7
YSC84	NUFIP1
TSR2	NAB1
TYW3	EFHC1
