yeast	human
HCA4	IKBKG
STP22	TSG101
RPN2	JUP
RPL10	ISL1
MNN10	FBLN2
RPN11	COPS5
MRPL19	RPS6KA2
BUD6	CD97
LYS2	RXRA
KRE11	ANK2
IOC2	ARRB1
SLA1	CSH2
GLN4	QARS
SRP72	CREB1
NMD3	LPXN
IMD4	PIAS4
AIM45	NEFL
ERG1	GRIN2B
RPA135	POLR1B
PSA1	RFXAP
MGM101	UBE2E3
GIS2	TGFB3
SIP1	ASS1
APC2	ANAPC2
BBC1	DRD4
IES5	MYL1
PAA1	MAP3K7
KIC1	EGFR
ORC4	ORC4L
ERV25	TMED10
IML1	RGS7
RPL1B	RPL10A
BRN1	NCAPH
NUP120	TFAP2C
EAF3	MORF4L1
VPS9	RABGEF1
TAL1	TMEM24
FUN19	IMMT
SSD1	AKAP5
PFK1	SMYD3
ATP16	CEACAM3
VAS1	TIMP1
CYS3	ADAM23
YHL009W-B	UTRN
HAM1	SLC8A3
RFC4	URM1
RFS1	MAPRE3
PTC3	PPM1D
OTU1	ORC6L
MAS2	ZSCAN4
YLR407W	CABLES1
LAS17	WASL
SEC65	DOCK2
BOI2	FGR
KIN1	MELK
TOA1	HSF1
OCA4	NPAS2
NCP1	NOS2A
MUM2	WTAP
ACC1	HNF4A
CAF40	STAM
CCT5	CCT5
RSC3	GADD45A
ADR1	ZNF232
TAH18	NID2
ZRC1	ARR3
TFC3	MSX2
UBP6	BAG1
COG3	ATF7IP
PGI1	GPI
SRN2	KIF3B
RRP12	KRT8
TIF4632	EIF4G1
SMD1	SNRPD1
KCC4	TSSK1
CYC8	RGS6
TSA1	PRDX2
CTK1	CDK6
VPS34	PIK3CB
YBT1	AKAP10
MRPL3	C1ORF107
MRS4	CRYAB
RPL14B	IQGAP1
RPS10B	RPS10
RNH1	TLR6
PSY2	RUNX3
TAF2	KIAA0226
PTC1	PPM1E
COG1	ZFYVE9
RPL3	C5AR1
NDE2	CCBP2
YNR036C	UPF3B
MKK1	MAP2K2
MYO4	S100A12
YOS9	TGFB2
TSR2	EVI1
YHR202W	COL4A2
ATP3	SOCS2
UFD1	HDAC10
ENO1	PRKCZ
LRC5	RAX
DIB1	RBBP9
CCL1	CCNH
CTF3	OSMR
MED11	MED11
ROM2	MCF2L
OSH7	CRK
SNU114	CD47
TIF1	EIF4A3
ABP1	CTTN
MYO2	MYO5A
RPS16A	PLCG2
MKS1	GPRIN2
COX5A	EXT2
PWP2	GNB5
BUD7	ARHGAP29
NSE3	ITGA6
SEC20	ARNT2
NUP133	THBS2
FAP1	AKAP6
CDC34	UBE2R2
CSN9	CUL5
CLU1	KLC3
GNA1	PLK1
SAM1	MYF5
PRP3	SMN1
SET1	SUV39H1
YPL109C	IGFBP3
KEM1	XRN1
RPL7B	APP
HXK2	TSNAX
SXM1	C11ORF68
SCS2	SCTR
RPL2A	SH3GLB1
LYS5	VIM
ECM2	LAMB2
SMC4	CREG1
PYK2	ZNF557
YMR099C	AGER
GCD2	CD1B
TAF12	MED18
DAD3	PABPC4
NTC20	WNT4
STT3	C20ORF42
RPL31A	TIAF1
PRO1	ZSWIM2
MOB1	YWHAZ
CWP1	HECW2
IMD3	PDE4D
OGG1	KIAA0182
IMD2	TERT
UTP10	HEATR1
VPS4	VPS4A
ISW2	SMARCA5
BUD9	ARFIP2
TAT1	VDR
GAL11	TRFP
MET18	WT1
ERP2	NEUROD1
SEC6	CSF3R
ABZ1	LGALS8
SEC24	NR2C1
HAP2	HMGA1
LEU9	TSC22D3
GCN2	EIF2AK1
ERG7	ERCC8
MET6	GGT1
SKG3	PDAP1
CFT2	LCP2
MCM6	MCM6
TOA2	SRF
SAH1	F8A1
RXT2	HTR4
SEC62	MYL6
SAS3	MYST2
RFC5	TOMM20
MSI1	RBBP7
LCB1	UBOX5
RSC30	SS18
YOL087C	MED8
CHS5	TTN
MTR3	ARHGEF12
VPS27	KREMEN1
MOT1	PRRX1
MSL1	SNRPB2
HEK2	C21ORF56
CYM1	KRT9
RPS7A	NCL
ABZ2	SYN2
SOK1	SNX6
YCS4	CDC42
CCT3	CCT3
BRE5	SFRS5
RPT4	MAF
RPL20B	LYL1
APS2	CD3D
BAT2	CXXC5
YML081W	SP1
ORC2	ORC2L
YPL225W	SFMBT1
TID3	EPN1
YCP4	HIPK2
RAD1	SMARCC2
CDC7	CDC7
TOP2	TOP2A
PPN1	ARHGDIB
ADE3	HHIP
RSA1	MDM4
RPS19B	NR5A1
LHP1	MAFG
MAK11	ACMSD
VMA2	NOL4
SWP82	HCK
COP1	COPA
POL1	ZW10
CTM1	F13A1
APM4	AP1M2
RPS3	RPS3
YBR246W	WDR47
AFG3	AFG3L2
RSC9	CITED4
CSE2	SURF5
TOM71	TOMM70A
SPI1	WWP1
HEH2	PRM1
PRP28	NPNT
MON2	NBEA
EDE1	PLCG1
MAD2	MAD2L1
COX13	SNX4
YCR015C	LMAN2
FMP52	RXRB
IRR1	STAG1
RTG2	DEDD
TVP18	YY1
GLG1	MAPKAPK5
ESF1	NR3C1
HTA2	TGM2
CSI1	NFKB1
IMD1	TFDP2
DCP2	DCP2
HOC1	SPAG5
TRS120	KIAA0408
RBS1	HOXD10
DNA2	LDB3
RPS18A	CEBPB
RPS11A	VCL
ADE17	SYK
NUT2	TPR
PPZ1	PKNOX1
SUR4	TSC1
LYS9	GNA13
LSM8	SNRPN
YDL026W	YIPF6
RPG1	EIF3S10
YPR091C	LCK
YDR357C	MPP6
ILV2	DYNLL1
PTA1	SYMPK
ATM1	KCNK18
OCA6	ADRB1
TKL1	MYOC
YGL157W	PBX1
IES2	PAK2
STE11	JAM2
ATP8	FHOD1
GCN3	EIF2B2
TRP3	TRPC1
RPL23A	TCEB2
YJL123C	PLEC1
RPL23B	BRCA2
AMD1	EPS8L1
DOA4	NCF2
NCE102	FLT3
PET111	PDGFA
EAP1	GTF3C1
TUB3	TUBA2
AKR1	CCL16
EFT2	COL1A1
YMR181C	IKZF4
SGT2	SGTA
NEW1	HLA-B
SSL2	ERCC3
CDC16	CDC16
RPL1A	IL7R
YMR196W	SDC4
KEX2	TNFRSF11B
RSM19	TRPC3
DBP10	PML
SRP1	KPNA1
CWC23	GATAD2A
DCS2	BTG2
NAB3	HNRPC
POP5	GRB7
HDA1	HDAC9
STT4	PIK3CA
RRP1	INADL
LSM1	LSM1
RAV2	ALDOB
ERP4	UBTF
CDC12	SEPT8
TRS33	RRBP1
PUP3	PSMB3
GIM3	PDRG1
RPS22B	ATRX
SRP54	COL4A3
MRN1	IGF1
YGL036W	CPNE4
SEN54	TEK
KHA1	SRRM1
TPS2	EHD1
RPO21	POLR2A
CDC6	RPS6KB1
PRS1	GORASP2
MRPL1	TIMP3
YBR225W	PRDM12
VAB2	NOS3
ASN1	STRN4
PRS3	DHH
UGA1	CCR2
MRPS16	NRP1
SCS3	VPS8
BSD2	DIDO1
SUI2	MLLT4
TOS4	PIWIL2
YPT7	HRAS
GDB1	SLC34A1
SYC1	RBM41
UFD4	UBE3A
ECM29	DAB2
NUF2	ZNF496
YCG1	ID2
DPH1	TAC3
TFC8	CEP170L
ENP2	WBP4
TRZ1	LRRC41
RAD6	UBE2G2
RPS4A	NID1
RMD8	CCL11
EMP47	NDN
DIA1	HSP90B1
BRE1	CBLB
MRPL6	ILF3
YLR408C	VAV3
RPL35B	C8ORF32
TRS23	HIP1R
PSR1	HBP1
YGR205W	PRKD2
RKM1	SMNDC1
NOP13	HTR1D
CNA1	PPP3CB
DIS3	ZFP36
PAN1	CREB5
CNM67	APOA4
OST1	PLAUR
ATG4	SH3GL1
RPL2B	RPL8
YHB1	YIPF2
NUP84	ITGA5
CDC13	LRP12
YKU80	UBE2O
HPC2	EPHB1
PGA2	RFXANK
APL2	AP1B1
PBP1	MAPRE2
RPL34A	ZNF193
ADE16	TNFSF11
TAF1	MEF2D
SRB7	SURB7
TRR2	MYOG
CMK2	CAMK4
SRB4	CIITA
YCK2	CSNK1G2
YGR250C	ELAVL4
UTP30	PTPN13
NSR1	RBM7
SEC72	NOXA1
MRPL15	PLD1
RPS8A	UPF2
SEC14	SEC14L1
YKL088W	USP8
PCL7	LACRT
RIO2	MAPK10
HSC82	HSP90AB1
SRB6	WEE1
SPC98	KRT19
CKB1	EGLN2
SGF11	BTC
AIM42	CAV3
TEF1	EEF1A1
RPN3	PSMB8
MED4	EHD2
PRP39	TFDP1
NAT3	FGFR2
SAF1	ADORA1
RSM27	COL4A1
NUP60	MCM3
POL31	CPE
URB2	MAGOH
TFG2	GTF2F2
IMH1	CCDC99
SNF2	SMARCA4
CTF8	TADA3L
KIN28	CDK7
NAT1	ZBTB43
SPT5	AKAP8
MUS81	MUS81
POB3	LHX2
YGR149W	PICALM
NUM1	KIF5C
MUD2	U2AF2
REF2	NUDT21
HHF2	HIST4H4
IPI3	DOK2
YGL242C	BCL3
PSP2	COIL
SNX4	SNX9
RPS17B	MYBBP1A
URH1	CUBN
ATP11	MS4A1
PRE6	PSMA7
NUC1	RCOR1
MET10	NOS1
KKQ8	NLK
TPO2	DDIT3
CEG1	CDT1
PRP4	GNB1
CTF19	TNFRSF6B
NAM9	MPHOSPH6
VPS15	CACNA2D4
MDY2	TMEM29
RPF1	VAV1
DED1	DDX3X
SLF1	REST
HSH49	SF3B4
GLE2	VTN
ATG13	CIB1
SNU71	LSM11
PAN3	ITGA4
POP3	MED25
PEP5	ANAPC11
YBR137W	FDFT1
YGR054W	AGC1
GAR1	NOLA1
PHO85	CDK5
DCP1	DCP1B
YFL034W	DCX
NAR1	SIP1
YGR272C	BAZ1B
YGR203W	CDC25B
ARP9	BACH1
BRE2	ASH2L
YAR1	ZDHHC17
SEC27	COPB2
CSR2	SHB
RPC19	POLR1D
MTR2	THRAP1
RNA14	HNRPK
SPB4	ILF2
YDR061W	SPEN
POP7	CYFIP1
ASK1	ARMCX3
SLA2	SEMG2
RAD23	UBC
RPT6	HDAC5
CLB3	CCNB1
RPC53	IGFBP5
COQ4	ETNK2
NMA1	STAT1
TMA108	LNPEP
YPL183W-A	CCDC14
SKI7	BMP1
YLR132C	ZFPM2
KTR6	NCF4
SWC3	C19ORF2
SKI2	SKIV2L
MRPS8	DLG7
PBA1	RANBP2
ARC1	MAFK
RPS14B	LDLRAP1
PEX5	PEX5
SPT8	TLR1
DBF20	CCDC85B
VMA7	CBLC
LSB5	PIR
GDS1	CNO
CET1	CACNA1A
ARC15	FYB
VMA22	CD82
QNQ1	ARHGDIA
CIK1	RASAL2
TFS1	FNBP1
RXT3	RBP1
GCN5	PCAF
RPA14	GHR
RPS6A	DNAJC6
RPA190	POLR1A
ZDS2	RELA
SWA2	FKBP5
RPL4A	RPL4
RPP1	STAT2
RPS21A	CANX
SNF8	AP1G2
FAS2	BTK
MSH3	MSH4
CKA2	CSNK2A1
PGD1	PDCD2
SRP68	UNC119
CDC43	FSTL3
TCM62	ADORA2A
CDC27	CDC27
CDC11	PARK2
CCH1	CR1
APN1	PPP2R3A
HSP42	RDX
SSB2	STCH
BUB3	BCAM
ESF2	EFEMP1
MCM22	TEP1
RPL9A	AES
GCD1	RND1
MED8	MBD3
VTI1	SNAP25
YEF1	PCBD1
PEA2	EPB41L2
NUP2	LGALS1
ACO2	TFAP2A
CDC25	RASGRF1
YLR003C	MAPKAPK3
RPL4B	OSTF1
WBP1	PARN
RPP2B	CALM3
MRP21	SP3
CMK1	CAMK1
CLB2	CCNB2
MMM1	FXR2
MSS116	DDX1
WTM1	DFFB
NOG1	GTPBP4
SDS23	IKBKE
LAT1	SOS1
BUD27	CHRNA7
CHL4	LUC7L2
SNU13	NHP2L1
RPL5	CDC2L2
YDL089W	MYOD1
YDR186C	IKBKB
CGI121	CTSG
PDA1	PRKAR1B
YOR352W	BCR
ABD1	MAP3K10
NIS1	ERBB2
RPN9	HOOK2
SWS2	SLC9A3R2
YHC1	SNRPC
XRS2	U2AF1
PEP12	STX2
DNM1	DNM1L
PRE2	PSMB5
RPS22A	HIP1
REB1	DMTF1
CIN4	ARL2
SLS1	DNAL4
ATP7	DDEF2
FOL1	UBE2E2
SPC34	F2
SEC18	NSF
PSD2	ARID4A
VID30	RNF123
ARC40	WASF1
NHP2	UTP14A
MND2	FABP4
ESA1	HTATIP
WTM2	LEFTY2
ROX1	SOX2
RAD16	TSPAN15
LSM12	HES5
RPN1	RARA
GLC7	PPP1CA
YER140W	GUCY1B3
YMR209C	AP3B1
SPT6	TCEB3
SPE4	E2F6
GPT2	OTUB1
RPL6B	ARHGEF6
CKI1	IRAK1
TRM9	ATBF1
CDC123	RRAS
CDC24	PLEKHG2
UBP13	GM2A
IPI1	ASGR2
NOP16	MARK2
MEX67	NXF1
RPS5	PTTG1
MMS4	ERN1
RPL37A	KNG1
VPS5	SNX1
VPS38	IL4
TEF4	EEF1G
SBP1	LRP6
RPS17A	NUMB
NQM1	ZHX1
SQT1	DYNC1I1
RRP42	CDKN1B
NOP14	GATA2
JJJ1	ZNF484
YGR283C	SH2B1
BRX1	TLN1
TRX1	PDIA2
PGK1	PGK1
MRPL23	MMP13
VPS1	DNM2
ECM16	ELN
SKN1	HOXB8
SLX9	APOA1
HMO1	SOX3
PUF4	OPHN1
RPC40	SORBS3
RRP46	EXOSC6
NUP170	ARNTL
RSM25	MED12
RLI1	HNRPF
PIL1	PARD6G
CDC23	CDC23
ALT1	SEMA6D
SWH1	CDKN2B
VPS41	ZNF24
BDH1	PREP
GPI17	DRD3
FAB1	PIP5K2A
NUP145	CLINT1
RLP24	GGA2
LOC1	MLH3
NUT1	RBL2
IES1	C20ORF20
UTP18	GNG2
LYS21	B2M
YSH1	NFATC2
SNU23	ITGA1
YLR345W	YWHAQ
UTP7	NHLH1
DBP2	DDX5
NUP57	DOCK1
AAH1	TNK2
TUB2	TUBB3
FRS1	HNRPR
SNF4	RALGDS
EMG1	EMG1
RSC8	SMARCC1
FIT1	PPP1R14A
SPC2	PTTG1IP
RET3	PTGES3
VPS53	ZBTB16
YIL161W	MTMR11
PAP1	PAPOLA
PCI8	RHOD
HIR3	PNPLA2
MYO5	FOXE1
SEN1	MEF2A
KRS1	TPH1
SAC3	MCM3AP
RAT1	XRN2
BCH1	IL2RB
NIF3	NIF3L1
YNL208W	CEACAM6
POL5	COPS6
MRPL40	SPP1
RPC10	MST1R
SSZ1	GTF2I
ADE5,7	CXCL5
RTT106	SOCS1
PET9	UCP3
RPS23A	CAMK2G
OYE2	NCOA2
ZPR1	RBBP8
ZUO1	DNAJC7
MDM20	HIF1A
SEC17	ANKRD28
GET2	EMILIN1
ADE4	ITGB3
KRE33	BAX
OPI1	ADAM9
ALG12	YBX1
DUO1	SERPINA1
YJU2	CALCOCO2
RSC4	TFAP2B
YKE2	TPM1
ARO1	MDM2
RPL16B	KIAA0372
HRK1	CDC2L1
TRM8	L1CAM
NPL4	ICAM4
SPT16	SUPT16H
RPS1A	GTF2B
EFB1	IGFBP4
MTR10	PDX1
YMR31	ICMT
HSP78	CLPB
HPR1	FBLN1
ARP3	ACTR3
LSG1	JAK1
ORC3	F10
SYP1	MAPK14
PTC7	EPB41
RPS25B	RPS25
PTI1	NFKBIE
SYF1	XAB2
GCD7	CD8B
VTC3	FOXP3
HHO1	PAX6
TVP23	CSF2RB
SRB2	THRAP6
APM3	BLOC1S1
HRD3	AKAP2
COR1	SPRYD5
NUP192	IFRD1
ITC1	DAXX
CYC3	ATF4
YDR196C	DLG1
ARD1	ARD1A
YMR315W	CASP10
FLC2	MAP3K7IP3
HMT1	PRMT1
CRZ1	OSR1
ASF1	ASF1B
TAF14	MLLT3
HOS2	HDAC3
SPA2	CEBPE
MKT1	GADD45GIP1
VID22	FUBP1
RFC3	PCNA
USO1	FGG
THP2	CRSP8
TFA1	GTF2E1
CCT2	GAB1
SEM1	IRS4
NAP1	MBP
YLR173W	MAGEA11
RPL11B	QKI
APE2	ANPEP
MCM5	MCM5
SEC53	PAX3
YAF9	YEATS4
ILV1	MYC
HOT1	TIAM1
DMR1	LRPPRC
LSB3	LYN
CCT8	PDLIM1
HSP82	HSP90AA1
OXA1	CRSP6
TRA1	TRRAP
ALY1	NFE2
RPS2	GADD45G
NOB1	MTA2
CHC1	CLTC
NRD1	PTBP1
YBP1	APC
ERP3	PPP1R13B
POP2	DIAPH1
SPT4	NR1I3
LSB1	GRAP2
MSS51	DNAJA3
POP6	ARID1B
SVF1	ANG
SPF1	PNKD
TEL1	ATM
RPL15A	CD4
SPC72	SOCS7
SWC4	DMAP1
GCD11	ELF1
YPL247C	JUN
DRS2	NFATC4
KGD2	AKAP1
SPN1	SETD2
SRM1	SMAD4
ARC19	WAS
LIP2	ITGAM
ERG26	ITGA8
CDC19	PKM2
RPP0	RPLP0
EXO84	BIN1
PSR2	BDKRB2
CDC53	CUL1
GRX4	ADAM12
GYP5	TBC1D3
YPT1	RAB27A
RRP5	S100A1
UME1	CLTA
SLM3	MYOZ3
HAS1	DDX21
RPN10	KRT15
POL2	MFAP5
SIR4	HOXA10
ADH3	FSHR
TAO3	MDFI
AOS1	SUMO1
NUP82	MX1
MTO1	SND1
YNL086W	RET
ASE1	CTNNB1
MLH1	MLH1
GRH1	SMURF2
TMA46	TRMT1
RCL1	PTPN12
SSK1	ACVRL1
SSE1	HSPH1
TKL2	ARID1A
YRA2	SFRS9
MRPS18	PIK3R1
RPL36B	CASP1
PRP24	RAVER1
PET123	CA3
LSP1	CCR3
THP1	FAM107A
HMG2	IL2RA
TRR1	HNRPL
NMA2	CAT
YMR258C	BMPR1B
TAP42	IGBP1
REI1	NR2F2
PBY1	PDPK1
PRE5	PSMA1
YNG2	ING3
TCB3	SYT1
SCW4	ITGAV
GIS4	FGF2
TPS1	ZBTB8
PFS2	WDR77
CRT10	YAP1
RPS15	MEF2C
PAC10	MAP2K5
MAE1	LARS
RPS4B	SDC1
SCC4	SUFU
CHD1	CHD4
YJR011C	NOL3
RPL26A	RPL26
YBR012W-B	TGFBR1
MGS1	F7
YNR062C	PTCH2
YML082W	DCP1A
EAF7	C1ORF149
SDA1	CBX5
DOC1	ANAPC10
NNF1	RACGAP1
ACK1	PTK6
NIC96	CCDC53
END3	EPS15
ILS1	PRKAR1A
NOC2	FER
SQS1	NKRF
BUD20	GFI1B
PCL8	ETS2
RSC1	PPARG
YNR047W	PRKX
TSC11	NDEL1
GIR2	TAL1
LTE1	MGAT1
PUP2	PSMA5
RPL43A	HIC1
BTT1	LCN2
BNA3	CTGF
URA2	CPS1
GUS1	EPRS
PEP8	LEPR
YAT1	BMF
BUD4	PFTK1
DPB4	SAP18
LIA1	CAV1
CDC73	LRP5
RRD1	FEZ1
YPL014W	WISP2
ELP2	ENPP1
MRP20	MMP14
RPN12	PSMD8
PRP40	PRPF40B
NBA1	MAP3K11
HSP60	CAPN1
HRT1	RBX1
SCJ1	DNAJA2
ASN2	DFFA
MEC1	EPS8
SAC1	IHH
SIP5	RNF11
AMS1	MAN2B1
MRP51	FGFR3
RSA3	ZNF148
HFI1	BCL6
SNU66	NRG1
ARP8	MORF4L2
ORC1	ORC1L
YIL151C	ZNF165
CDC40	CDC20
TFC6	CCDC120
KAR2	SLC2A4
PYC2	GOT2
MBP1	ASB2
ISD11	NCK1
UTR1	LNX1
BOI1	DEF6
ERD2	SKIL
USE1	STX3
COX6	TCF12
MRPL10	IL11
TAF11	SMAD7
TPS3	PDGFRA
CDC39	TOB1
YGL082W	ARID4B
SPC24	ITGB1
COG4	COG4
LEM3	ZMYM2
BCP1	TGFBR2
GPI8	CPXM2
TRM112	SLC4A1
ADE6	CTLA4
CSM3	PER1
HDA2	DDEF1
SMC5	HMMR
PSE1	OCRL
CTR9	CTR9
PRP42	PCBP2
MRPS35	F11R
TYW3	CNKSR1
RSM24	ACP1
RPB3	KIT
BMS1	NCKAP1
PHO80	SHC1
RBG2	LMO2
ARC18	PCQAP
YDR133C	EWSR1
NAT5	CDC25A
TEX1	ARRB2
RPL24A	HDAC4
EAF6	TTF2
ROX3	MED28
DGA1	LYST
DDI1	HIP2
PRP19	PRPF19
CAC2	CHAF1B
RKM2	EPB42
AEP2	KDR
GPI10	TGFA
ACT1	ACTG1
TDH2	PCDHA4
PHB2	PHC2
SMC3	BLNK
PAB1	PABPC1
RPL17B	KRT18
BOS1	PIN4
SPT3	AREG
CSL4	EXOSC1
PHO86	PAK3
PAM1	PRPF40A
PRP31	BEX2
IDP1	CHX10
YFR017C	POP7
COF1	DSTN
DPB2	TK1
RPL20A	NPDC1
RUP1	IL4R
SOD1	MNDA
MUD1	SNRPA
GCD6	CD1A
NNF2	TPM4
RPO26	CHUK
TMA20	TRIM29
URK1	CASP8
PBP4	TUBB2A
MRP7	MADCAM1
PBS2	MAP2K1
SRB5	THRAP2
SIK1	NOL5A
VPS33	BCAR1
MRP8	SH3RF1
APL5	AP2A1
YUR1	ALPP
FKS1	IRS1
NET1	MAGEA12
PRP38	PRPF38A
RTG3	BHLHB2
HMS1	HEYL
NOP2	BRF1
GDH2	GNA12
ALD4	CD2
CBK1	AKT2
SEC5	TSHR
OYE3	FANCA
RPL12A	NCOA3
ELA1	ELA2
YNR024W	KHSRP
MED2	VIL2
PYC1	IRF4
DOM34	GATA4
SNL1	NDUFAF1
VPS52	AKAP14
PRP11	SF3A2
TAF5	TBL1X
FPR1	FKBP1A
TOM40	TOMM40
HFM1	SCMH1
RAD18	CBL
SAM2	UPF1
GPM1	BPGM
RSA4	FBXW11
CSN12	CHERP
ADA2	TADA2L
ATP22	SFRS12
ZWF1	CCL8
GIN4	CAMK2A
TPK2	YWHAG
PDB1	HD
YNL134C	CRYBB2
RPS0B	IL23R
RSC58	GTF3C4
ISN1	TIMP2
ARX1	PA2G4
BDH2	SHBG
TFB3	MNAT1
PHM8	CHD3
INP52	SYNJ1
BCS1	ITGB3BP
RRP43	PBX2
SIC1	CDKN1A
MAF1	IGFBP6
PEP4	CTSD
RCO1	PHF21A
RPA34	CCNDBP1
CTK2	CCNL2
ARP5	ACTA1
YRA1	CCR1
RNH202	PTCH1
EXO70	PDCD6IP
TOP1	NFE2L1
KEL2	HCFC1
TCP1	VHL
PRI2	KNTC1
RPL13A	THAP10
RPB2	RELB
YTH1	ZC3H11A
YLL023C	DEK
NOC4	TNFRSF1A
CRM1	IPO13
SPS22	TNC
TRX2	DNAJC10
BET3	CALR
TAF6	BAD
RPC34	CCND3
TAF4	RUNX1T1
ESC8	TP73
FZO1	ESR1
LSM7	LSM7
SAW1	PZP
HIF1	CBX1
NAB2	INSRR
GIM4	PFDN2
UPF3	TMEFF2
POL12	POLA2
SWC7	NR1H3
NIP7	HNRPU
CCT6	TUBB
MDN1	C3ORF10
GSP2	SMAD2
MAS1	BMPR2
GDH1	TBCC
SES1	PNMA1
MMS2	UBE2E1
SSF1	ACTN3
CLN2	CCND1
MRI1	PIAS3
VAC14	M6PR
PWP1	KLF6
RAS1	KRAS
IGO1	ERBB4
MPE1	RING1
MES1	MARS
MDS3	SLC8A2
YMR291W	PRKCA
SAP190	SAPS2
KCS1	FNBP4
SAK1	STK11
NTO1	MLL
BUD21	KCTD20
GET1	MXD3
ELG1	CAPG
VPS21	RHOU
CCR4	PRELP
ECM30	IXL
RPL42B	TNIK
XBP1	VIPR1
ATG2	MSX1
NOP7	PES1
YJR142W	LAMP1
FPR4	FKBP2
LEU4	RANBP9
RTT101	UBE2J2
ATP5	ZNF446
PEP3	RAPSN
IOC3	MAP1S
BET5	PRKDC
