yeast	human
RLI1	ABCE1
RLP24	C15ORF15
RLP7	GAS8
RLR1	THOC2
RMD5	RMND5A
RMD8	DNMT3A
RMD9	PSME3
RMP1	RPP14
RNA1	RANGAP1
RNA14	CSTF3
RNA15	CSTF2
RNH1	POLG
RNH201	HD
RNH202	F8A1
RNR1	RRM1
RNR2	RRM2
RNR4	RRM2B
RNT1	RNASEN
ROK1	DDX42
ROM2	NET1
ROT2	GANAB
ROX1	SOX6
ROX3	THRAP5
RPA12	ZNRD1
RPA135	POLR1B
RPA14	CD3EAP
RPA190	POLR1A
RPA34	MCC
RPA43	TWISTNB
RPA49	POLR1E
RPB10	POLR2L
RPB11	POLR2J
RPB2	POLR2B
RPB3	POLR2C
RPB4	POLR2D
RPB5	POLR2E
RPB7	POLR2G
RPB8	POLR2H
RPB9	POLR2I
RPC10	POLR2K
RPC11	POLR3K
RPC17	PIP5K1C
RPC19	POLR1D
RPC25	C20ORF67
RPC31	PDCD2
RPC34	POLR3F
RPC37	POLR3E
RPC40	POLR1C
RPC53	POLR3D
RPC82	POLR3C
RPD3	HDAC2
RPF1	BXDC5
RPF2	INDO
RPG1	EIF3S10
RPL10	RPL10
RPL11A	RPL11
RPL11B	NRXN2
RPL12A	RPL12
RPL12B	CHUK
RPL13A	MKS1
RPL13B	RPL13
RPL14A	RPL14
RPL14B	REL
RPL15A	TP53BP1
RPL15B	RPL15
RPL16A	RPL13A
RPL16B	C17ORF81
RPL17A	RPL17
RPL17B	FES
RPL18A	RPL10A
RPL18B	C5ORF25
RPL19A	RPL19
RPL19B	NUDT3
RPL1A	RPL10A
RPL1B	C9ORF9
RPL20A	S100A11
RPL20B	RPL18A
RPL21A	RPL21
RPL22B	RPL22
RPL23A	GAS8
RPL23B	RPL23
RPL24A	RPL24
RPL25	RPL23A
RPL26A	RPL26
RPL26B	IKBKB
RPL27A	TROVE2
RPL27B	RPL27
RPL28	WFS1
RPL29	RPL29
RPL2A	TNIP1
RPL2B	RPL8
RPL3	MRPS31
RPL30	RPL30
RPL31A	KIAA1984
RPL31B	RPL31
RPL32	CHN1
RPL33A	C10ORF97
RPL33B	RPL35A
RPL34A	SNUPN
RPL35A	AP1S1
RPL35B	ILF2
RPL36A	GTF2I
RPL36B	RPL36
RPL37A	POMT1
RPL38	RPL38
RPL40A	UBC
RPL42B	VDAC2
RPL43A	RPL37A
RPL43B	IL1RL1
RPL4A	EPHA8
RPL4B	RPL4
RPL5	RPL5
RPL6A	CACNA1F
RPL6B	RPL6
RPL7A	RPL7
RPL7B	RPL7
RPL8A	RPL7A
RPL8B	PRF1
RPL9A	CDH11
RPL9B	RPL9
RPM2	NFATC3
RPN1	PSMD2
RPN10	PSMD4
RPN11	EIF3S3
RPN12	PSMD8
RPN13	ADRM1
RPN2	PSMD1
RPN3	PSMD3
RPN5	PSMD12
RPN6	PSMD11
RPN7	PSMD6
RPN8	PSMD7
RPN9	PSMD13
RPO21	POLR3A
RPO26	POLR2F
RPO31	POLR2A
RPP0	RPLP0
RPP1	RPP30
RPP1A	RPLP1
RPP1B	KIAA1543
RPP2A	CCDC50
RPP2B	RPLP2
RPS0A	CSF2RA
RPS0B	RPSA
RPS10A	RPS10
RPS10B	PLEC1
RPS11A	EIF2AK3
RPS11B	RPS11
RPS12	NFKBIA
RPS13	RPS13
RPS14A	HNRPH1
RPS14B	RPS14
RPS15	RPS15
RPS16A	RPS16
RPS16B	PRMT3
RPS17A	EIF3S12
RPS17B	NEB
RPS18A	DUSP23
RPS18B	RPS18
RPS19B	RPS19
RPS1A	RPS3A
RPS1B	ITGB3BP
RPS2	RPS2
RPS20	RPS20
RPS21A	RPS21
RPS22A	HNRPAB
RPS22B	RPS15A
RPS23A	RPS23
RPS24A	POLM
RPS24B	RPS24
RPS25A	RPS25
RPS25B	HCN1
RPS26A	IGF1R
RPS26B	RPS26
RPS28B	RPS28
RPS3	RPS3
RPS30A	FAU
RPS4A	FBXL11
RPS4B	RPS4X
RPS5	IKBKG
RPS6A	C11ORF49
RPS6B	RPS6
RPS7A	HIVEP1
RPS7B	RPS7
RPS8A	TCOF1
RPS8B	ELAVL2
RPS9A	ELAVL4
RPS9B	RPS9
RPT1	PSMC5
RPT2	PSMC1
RPT3	PEX1
RPT4	PSMC6
RPT5	PSMC3
RPT6	PSMC2
RRD1	PPP2R4
RRD2	SLC6A2
RRI1	COPS5
RRI2	FBXO15
RRN6	LARS
RRP1	KIAA0179
RRP12	RRP12
RRP3	DDX3X
RRP4	EXOSC2
RRP40	EXOSC3
RRP42	EXOSC7
RRP43	EXOSC8
RRP45	EXOSC9
RRP46	EXOSC5
RRP5	PDCD11
RRP6	EXOSC10
RRP7	GMFB
RRP9	RRP9
RRS1	RRS1
RSA1	DYNLL1
RSA3	RRAGC
RSA4	NLE1
RSC1	TRIM24
RSC2	BRDT
RSC3	CD79A
RSC30	CHAF1A
RSC4	BAZ1B
RSC58	MPHOSPH1
RSC6	SMARCD3
RSC8	SMARCC1
RSC9	ARID2
RSE1	SF3B3
RSM10	PPFIBP2
RSM18	CAST
RSM19	CCNDBP1
RSM22	METT11D1
RSM23	DAP3
RSM24	CHRM4
RSM25	GRIA2
RSM26	SOD2
RSM27	GRIK2
RSM7	GRIA1
RSP5	ITCH
RSR1	RAP1B
RTF1	ZNF44
RTG1	TFEB
RTG2	RALGPS2
RTG3	TFEC
RTN1	RTN4
RTR1	IQGAP2
RTS1	PPP2R5B
RTS3	CCDC6
RTT101	CUL1
RTT102	SS18
RTT103	KIAA0460
RTT105	UNG2
RTT106	UBE2L6
RTT109	HAP1
RUP1	USP5
RVB1	RUVBL1
RVB2	RUVBL2
RVS161	AMPH
RVS167	ITSN2
RXT2	KLF16
RXT3	SPRED1
SAC1	SACM1L
SAC3	MCM3AP
SAC6	PLS3
SAF1	HERC2
SAH1	AHCYL1
SAK1	CAMKK1
SAM1	MAT2A
SAM2	MAT2B
SAP155	SAPS3
SAP185	SAPS1
SAP190	SAPS2
SAP30	TMEM57
SAR1	SAR1B
SAS3	MYST3
SAS5	MLLT1
SAW1	UBL7
SBE2	MDK
SBP1	RBM14
SCC2	NIPBL
SCC4	DBN1
SCD6	ARHGEF10L
SCJ1	DNAJC10
SCL1	PSMA3
SCP160	HDLBP
SCS2	VAPA
SCS3	CELSR3
SCW11	TPR
SCW4	BAZ2A
SDA1	C4ORF27
SDC1	NME5
SDH1	DCLRE1C
SDH2	NBN
SDS22	PPP1R7
SDS23	PRKAG1
SDS3	BRMS1L
SEC1	STXBP2
SEC10	EXOC5
SEC13	SEC13
SEC14	SEC14L1
SEC15	EXOC6
SEC16	LZTR2
SEC17	NAPB
SEC18	PSMC4
SEC20	MUC6
SEC21	COPG2
SEC22	SEC22B
SEC23	SEC23A
SEC24	SEC24A
SEC26	COPB1
SEC27	COPB2
SEC28	COPE
SEC3	FLOT1
SEC31	SEC31A
SEC39	GOSR1
SEC5	EXOC2
SEC53	PMM1
SEC6	EXOC3
SEC62	TLOC1
SEC63	SEC63
SEC65	SRP19
SEC66	VAV2
SEC7	ARFGEF1
SEC72	SPAG1
SEC8	EXOC4
SEH1	SEH1L
SEI1	EFNA4
SEM1	SHFM1
SEN1	UPF1
SEN2	TSEN2
SEN54	TSEN54
SER2	ATP7A
SER3	CTBP1
SER33	PHGDH
SES1	SARS2
SET1	MLL3
SET3	ASH1L
SET7	NUP50
SEY1	MYH9
SFB2	SEC24C
SFB3	SEC24B
SFH1	SMARCD1
SFP1	DPF2
SGF11	ATXN7L3
SGF29	CCDC101
SGF73	ATXN7L1
SGN1	DAZAP1
SGT2	SGTA
SGV1	CDK9
SHE2	IQCB1
SHE3	LAMA1
SHE4	UNC45A
SHE9	AKAP13
SHG1	MLL2
SHO1	NCK1
SHP1	NSFL1C
SHS1	SEPT11
SIC1	TNC
SIF2	TBL1XR1
SIK1	NFKBIB
SIL1	SIL1
SIN3	SIN3B
SIN4	MED19
SIP1	ACACB
SIP2	PRKAB2
SIP5	SUV39H2
SIR2	SIRT3
SIS1	DNAJB4
SIS2	PPCDC
SIT4	PPP4C
SIW14	PTPRT
SKG3	MKL2
SKI2	SKIV2L2
SKI3	KIAA0372
SKI6	EXOSC4
SKI7	GSPT1
SKI8	WDR61
SKN1	CLIC2
SKP1	SKP1A
SKT5	LRP2BP
SLA1	FGR
SLA2	HIP1R
SLD5	GINS4
SLF1	LARP5
SLI15	CDCA8
SLM1	MACF1
SLM3	TLR1
SLM5	DARS
SLP1	GUCY1A2
SLS1	GOLGA5
SLU7	SLU7
SLX5	BFAR
SLX9	AKAP8
SLY1	SCFD1
SMB1	SNRPB
SMC1	SMC1B
SMC2	SMC2
SMC3	SMC3
SMC4	SMC4
SMC5	SMC1A
SMD1	SNRPD1
SMD2	SNRPD2
SMD3	SNRPD3
SME1	SNRPE
SMX2	SNRPG
SMX3	SNRPF
SNA2	NDUFS2
SNF1	PRKAA2
SNF11	LEFTY2
SNF12	SMARCD2
SNF2	SMARCA2
SNF4	PRKAG2
SNF5	SMARCB1
SNF6	ARID1A
SNF7	CHMP4B
SNF8	SNF8
SNL1	NDUFAF1
SNM1	RPP38
SNP1	SNRP70
SNT1	NCOR2
SNT2	PHF17
SNT309	C21ORF77
SNU114	EFTUD2
SNU13	NHP2L1
SNU23	SMNDC1
SNU56	LMNB1
SNU66	SART1
SNU71	DNAJC8
SNX4	SNX4
SNX41	SNX7
SOD1	SOD1
SOF1	APAF1
SOG2	LRRC7
SOH1	MED31
SOK1	BSN
SOL1	PGLS
SOL2	GNPDA1
SPA2	GIT2
SPB1	FTSJ3
SPB4	DDX56
SPC19	FANCF
SPC2	MAGOH
SPC24	SPBC24
SPC25	LMNA
SPC34	SSX3
SPC72	SHROOM2
SPC97	TUBGCP2
SPC98	TUBGCP3
SPE3	CBL
SPE4	SMS
SPF1	ATP2A1
SPG5	PSMD5
SPI1	WWP1
SPN1	IWS1
SPO14	PLD2
SPO7	NDRG2
SPP1	CXXC1
SPP381	PHF5A
SPP382	TFIP11
SPS22	EEF1E1
SPT15	TBP
SPT16	SUPT16H
SPT20	TAF6L
SPT3	SUPT3H
SPT4	SUPT4H1
SPT5	SUPT5H
SPT7	PCAF
SPT8	GNB4
SQS1	RBM10
SQT1	AAMP
SRB2	ACAD8
SRB4	TRFP
SRB5	CRSP8
SRB6	SURF5
SRB7	SURB7
SRB8	MED12
SRC1	LEMD3
SRL2	TFG
SRL3	CDKN3
SRM1	RCC2
SRN2	GLCCI1
SRO9	LARP1
SRP1	KPNA6
SRP101	SRPR
SRP102	SRPRB
SRP14	SRP14
SRP21	SRP9
SRP40	SFRS1
SRP54	SRP54
SRP68	SRP68
SRP72	SRP72
SRV2	SSH2
SSA1	HSPA2
SSA2	HSPA8
SSA3	HSPA1B
SSA4	HSPA1A
SSB2	HSPA5
SSC1	STCH
SSD1	ANKRD28
SSE1	HSPA4
SSE2	HSPH1
SSF1	PPAN
SSK1	MAP2K4
SSK2	MAP3K4
SSL1	GTF2H2
SSL2	ERCC3
SSN2	MED18
SSN3	CDK8
SSN8	CCNC
SSP120	NUCB1
SSU72	CSTF1
SSZ1	HYOU1
STE11	MAP3K3
STE2	HNRPL
STE23	IDE
STE4	GNB3
STE50	WNK1
STH1	SMARCA4
STI1	STIP1
STM1	GZMA
STO1	NCBP1
STP22	TSG101
STT3	STT3B
STT4	PIK4CA
STV1	BRAP
SUB2	DDX39
SUI1	EIF1
SUI2	EIF2S1
SUI3	EIF2S2
SUP35	GSPT2
SUP45	ETF1
SUR4	CACNA1E
SUT1	MVP
SWA2	DNAJC6
SWC3	PAM
SWC4	DMAP1
SWC5	CFDP1
SWC7	EPC1
SWD1	RBBP5
SWD2	GNB2
SWD3	WDR5
SWH1	OSBP2
SWI1	ARID1B
SWI3	SMARCC2
SWI4	ANKRD27
SWI6	NOTCH2
SWM1	ANAPC4
SWP82	CKAP5
SWR1	EP400
SWS2	PPFIA2
SXM1	IPO8
SYC1	C1ORF114
SYF1	XAB2
SYF2	PPIE
SYN8	STX8
SYP1	CACNB4
TAD2	MBD1
TAF1	TAF1L
TAF10	TAF10
TAF11	TAF11
TAF12	TAF12
TAF13	TAF13
TAF14	MLLT3
TAF2	TAF2
TAF3	FAM107B
TAF4	TADA1L
TAF5	TAF5L
TAF6	TAF6
TAF7	TAF7L
TAF8	TBN
TAF9	TAF9
TAH1	STUB1
TAH11	DNALI1
TAH18	NDOR1
TAL1	TALDO1
TAO3	FRYL
TAP42	IGBP1
TAT1	SLC7A6
TAZ1	TAZ
TBF1	TERF1
TCB1	PRKCB1
TCB3	FAM62B
TCM62	PDK1
TCP1	TCP1
TDH1	ERP29
TDH2	GAPDH
TDH3	UBE2C
TEF1	EEF1A2
TEF2	EID2B
TEF4	EEF1G
TEL1	ATM
TEX1	THOC3
TFA1	GTF2E1
TFA2	GTF2E2
TFB1	GTF2H1
TFB2	GTF2H4
TFB3	MNAT1
TFB4	GTF2H3
TFB5	GTF2H5
TFC1	GTF3C5
TFC4	GTF3C3
TFC6	GTF3C2
TFC7	GTF3C4
TFC8	DEDD2
TFG1	RPAP1
TFG2	GTF2F2
TFP1	ALDOB
TFS1	PEBP1
THI3	FAT
THP1	NEU3
THP2	SFRS5
THS1	TARS
TID3	KNTC2
TIF1	EIF4A3
TIF2	KIAA1967
TIF34	EIF3S2
TIF35	EIF3S4
TIF4631	EIF4G1
TIF4632	EIF4G3
TIF5	EIF5
TIF6	ITGB4BP
TIM44	TIMM44
TIP20	RINT1
TIP41	LCMT1
TKL1	TKT
TKL2	TKTL2
TLG1	CDC42BPG
TLG2	STX16
TMA108	TRHDE
TMA16	ZNF197
TMA20	MCTS1
TMA22	DENR
TMA46	ZC3H10
TMA7	ZDHHC23
TOA1	GTF2A1
TOA2	GTF2A2
TOF1	TIMELESS
TOM1	HUWE1
TOM40	TOMM40
TOM71	TOMM70A
TOP1	TOP1
TOP2	TOP2B
TOR1	FRAP1
TOS4	PIWIL2
TPD3	PPP2R1A
TPI1	TPI1
TPK1	PRKACB
TPK2	PRKX
TPK3	SGK3
TPO2	SV2A
TPS1	PDGFRB
TPS2	PDGFC
TPS3	PDGFRA
TRA1	TRRAP
TRK1	TUBA1
TRM3	UBQLN1
TRM7	FTSJ1
TRM8	METTL1
TRM82	WDR4
TRP2	SUMO4
TRP3	GMPS
TRR1	GSR
TRR2	TXNRD1
TRS120	NPAS2
TRS130	CLIC1
TRS20	TRAPPC2
TRS23	TRAPPC4
TRS31	TRAPPC5
TRS33	TRAPPC6B
TRX1	TXNL1
TRX2	TXN
TRZ1	ELAC2
TSA1	PRDX2
TSC10	SPR
TSC11	CEP152
TSC13	GPSN2
TSL1	SHB
TSR1	MAP3K14
TSR2	TSR2
TUB1	TUBA8
TUB2	TUBB3
TUB3	TUBA6
TUB4	TUBG2
TUF1	TUFM
TUP1	PAFAH1B1
TUS1	ARHGEF11
TVP18	FDFT1
TVP23	FAM18B2
TWF1	TWF1
TYS1	YARS
TYW3	PRKAR1A
UBA1	UBE1
UBA2	SAE2
UBA3	UBE1C
UBC13	UBE2N
UBC4	UBE2D4
UBP10	USP20
UBP13	USP2
UBP15	USP7
UBP2	USP25
UBP3	USP10
UBP6	USP47
UBP8	USP40
UBX2	UBXD8
UFD1	UFD1L
UFD2	UBE4B
UFD4	TRIP12
UFE1	STX18
UGA1	ABAT
ULA1	APPBP1
ULP1	SENP1
UME1	NUP43
UME6	TFE3
UMP1	POMP
UPF3	UPF3B
URA2	CAD
URA3	UMPS
URB1	TMEM9B
URB2	CASP3
URH1	PSMB5
URK1	COASY
URN1	NEDD4L
USA1	ATN1
USE1	BET1
USO1	DSP
UTP10	HEATR1
UTP13	TBL3
UTP15	WSB2
UTP18	ATG16L1
UTP20	FANCA
UTP21	SPAG16
UTP22	HMGA2
UTP30	RSL1D1
UTP4	GNB5
UTP5	RFWD2
UTP6	UTP6
UTP7	TLE1
UTP8	RGS11
UTP9	SPAG6
UTR1	NADK
VAB2	PLCB2
VAC14	PPP2R1B
VAC8	KPNA3
VAM6	VPS39
VAM7	SNX24
VAS1	VARS
VHS3	RPL41
VID22	POT1
VID24	IGSF1
VID27	WDR7
VID28	TSPYL2
VID30	RANBP10
VMA10	ATP6V1G2
VMA13	ATP6V1H
VMA2	ATP6V1B1
VMA4	ATP6V1E1
VMA5	TDRD7
VMA6	ATP6V0D1
VMA7	ATP6V1F
VMA8	ATP6V1D
VPH1	ATP6V0A4
VPH2	TOPORS
VPS1	DNM2
VPS13	VPS13D
VPS15	PIK3R4
VPS16	VPS16
VPS17	SNX1
VPS21	RAB2A
VPS25	VPS25
VPS27	HGS
VPS28	VPS28
VPS29	VPS29
VPS3	TGFBRAP1
VPS30	BECN1
VPS33	VPS33A
VPS34	PIK3C3
VPS35	VPS35
VPS36	VPS36
VPS38	PITPNA
VPS4	VPS4B
VPS41	VPS41
VPS45	VPS45
VPS5	SNX2
VPS51	PRDM16
VPS52	INADL
VPS53	KCNJ10
VPS54	KCNJ2
VPS71	ZNHIT1
VPS72	VPS72
VPS75	TSPYL1
VPS8	VPS8
VPS9	RABGEF1
VRP1	TRIO
VTC1	RNPS1
VTC3	IGHD
VTI1	VTI1A
WHI2	CDCA3
WRS1	WARS
WTM1	FBXW4
WTM2	PEX7
XBP1	NUP37
XDJ1	DNAJA2
XRS2	MSH5
YAE1	C7ORF36
YAF9	YEATS4
YAK1	HIPK2
YAP1	ATF7
YAR010C	PPM1D
YAR075W	AKT1
YAR1	ANK2
YAT1	CRAT
YBL054W	PSMD9
YBL104C	SF3B5
YBL113C	MAGEE1
YBP1	PTP4A1
YBR030W	SMAD9
YBR053C	PON1
YBR137W	MYOD1
YBR139W	CTSA
YBR225W	EPS8L2
YBR238C	DLGAP2
YBR246W	MAPKAPK3
YBT1	ABCC9
YCF1	ABCC2
YCG1	NCAPG
YCK2	CSNK1G3
YCP4	MYO10
YCR015C	RRAGA
YCR016W	TEP1
YCR043C	EXPH5
YCR076C	IGSF2
YCR102C	RTN4R
YCS4	NCAPD2
YDJ1	DNAJA1
YDL026W	SEPT4
YDL089W	BCLAF1
YDL156W	WDR76
YDL173W	ERCC5
YDL176W	CNTNAP4
YDR049W	DERL1
YDR061W	TAP2
YDR133C	GNPTG
YDR186C	GRIA3
YDR196C	PSKH1
YDR338C	PDK3
YDR341C	RARS
YDR357C	MAP2K3
YDR415C	TFRC
YEF1	NUDT18
YEF3	ABCB11
YEL043W	SNPH
YER071C	YPEL4
YER140W	GUCY1B3
YER156C	C12ORF10
YET1	BCAP29
YFL034W	MEA1
YFR006W	PEPD
YGL036W	CPNE1
YGL039W	PRMT5
YGL079W	TRPC3
YGL082W	FAM63A
YGL157W	EWSR1
YGL242C	ANKRD1
YGR054W	CDC37
YGR071C	TINAG
YGR126W	PDCD4
YGR130C	ARHGEF18
YGR149W	C10ORF88
YGR203W	RRAGB
YGR250C	ELAVL3
YGR266W	MYO18B
YGR272C	MTA1
YGR283C	COL6A3
YHB1	NGB
YHC1	SNRPC
YHI9	PBLD
YHL009W-B	POLH
YHM2	SLC25A38
YHR009C	IL17B
YHR020W	EPRS
YHR122W	FAM96B
YHR131C	SHOX
YHR202W	NT5E
YIL001W	ABTB1
YIL096C	MRPL42
YIL151C	PPP1R14A
YIL161W	LGALS8
YIL172C	ATXN2
YJL049W	LIPT1
YJL070C	MYH2
YJL123C	LIPE
YJR142W	RAB3GAP2
YJU2	CCDC130
YKE2	PFDN6
YKL023W	BZRAP1
YKL088W	SLC18A2
YKL100C	HM13
YKR017C	ARIH1
YKT6	YKT6
YKU70	XRCC6
YKU80	XRCC5
YLH47	LETM2
YLL023C	CDKN2A
YLR003C	SURF6
YLR072W	MTM1
YLR132C	UQCRH
YLR173W	MAGEA11
YLR257W	FDX1
YLR287C	ASCL1
YLR345W	ADSS
YLR407W	CUTL2
YLR408C	MAP2K6
YLR455W	PSIP1
YME1	YME1L1
YME2	SH3GL3
YML081W	HOMER3
YML131W	ZNF7
YML6	MRPL4
YMR031C	RHOA
YMR099C	LCOR
YMR118C	FOXO1A
YMR178W	FLAD1
YMR181C	HUS1
YMR185W	ACTB
YMR196W	VCL
YMR209C	SPTB
YMR258C	ALS2CL
YMR262W	PTPRD
YMR31	CCDC86
YMR310C	CDC37L1
YMR317W	FAM120B
YNG2	ING3
YNL086W	TRPM7
YNL108C	UBASH3A
YNL134C	RTN4IP1
YNL208W	CTTNBP2
YNL247W	CARS
YNL260C	TPD52L1
YNR024W	IHPK1
YNR036C	GRIK5
YNR047W	C22ORF9
YNR062C	GMPPA
YOL087C	WDR48
YOL098C	NRD1
YOR093C	DIP2A
YOR1	ABCC8
YOR111W	ASMTL
YOR131C	GRM7
YOR164C	GPX7
YOR251C	POLK
YOR262W	XAB1
YOR304C-A	NIN
YOR352W	ASL
YOS9	NCAM2
YPI1	PPP1R11
YPK1	RPS6KB2
YPK2	CAMK1D
YPL009C	PXN
YPL014W	CDK3
YPL066W	WIPI1
YPL088W	KCNAB1
YPL109C	CABC1
YPL183W-A	TRIM5
YPL206C	PHYH
YPL225W	CXORF26
YPL247C	WDR68
YPR036W-A	PCCB
YPR091C	SCN2A2
YPR114W	CCDC47
YPR174C	TRAF3IP3
YPS7	BACE2
YPT1	RAB4B
YPT31	RAB14
YPT52	RAB5A
YPT6	RAB32
YPT7	RAB7A
YRA1	THOC4
YRA2	HNRPM
YRB30	BAG2
YSC84	SH3PXD2A
YSH1	CPSF3
YTA12	AFG3L2
YTA6	SPAST
YTH1	CPSF4
YTM1	WDR12
YUR1	PIGU
ZDS1	KIAA0802
ZDS2	DOCK8
ZEO1	APOA1
ZPR1	ZNF259
ZRC1	SLC30A3
ZUO1	DNAJB9
ZWF1	G6PD
