yeast	human
PIH1	AMH
CDC10	VPS4A
SHS1	CHMP4A
SXM1	NUP88
YLL023C	DDEF1
ISY1	FBXW2
NTR2	UBE2D3
MFT1	TRPC5
BCP1	BOC
RKM1	CDON
NCB2	AJAP1
ATP5	SEC23A
CHA1	MKL2
VMA13	VPS24
ARB1	FCER1G
CUL3	OBP2A
YIL001W	OR1G1
MRP21	GOLPH2
AEP2	ARL6IP2
PEX11	KIAA1543
CLB2	ZCCHC14
GTB1	MID1
MRPL38	NKIRAS2
NHP2	GNAI2
ELP2	TLR10
KTI12	SSTR4
MES1	RALY
GPI17	TRDN
YUR1	ASPH
BDH1	MYH7
BDH2	TEAD1
PUS7	SMURF2
COG5	RAB3D
VMA10	TOB1
OCA5	GOT2
TUF1	RPL5
SAC6	CENPJ
CDC24	OAZ1
BOI2	OAZ2
RAD23	CACNA1C
PNG1	CACNB3
YCS4	TIMM17A
SMC4	ARAF
DUO1	PYCARD
ASK1	NLRP1
POL31	NEIL1
PYC2	PIGF
PYC1	PIGG
SDS23	NGEF
LST8	LAPTM4A
YET1	ISG15
RMD8	UBE1L
CCR4	DLAT
MOT2	PDK3
RNT1	AFF4
KTR2	HRC
RPN6	XRN2
SUI1	ADAM9
MSN5	FXR2
BRN1	TIMM44
DPH1	TIA1
CDC12	CHMP4C
MRP10	EFTUD2
VPS38	WNT4
VPS30	PORCN
NOP13	NAP1L4
SRP101	ERGIC1
SRP102	ERGIC3
PEP5	SIAH2
VAM6	TUBG2
YIL151C	MTTP
VPS8	VAMP1
TCP1	EWSR1
APC4	SMC1A
NUF2	KCNF1
SPC24	KCNH1
PSY4	ARPC2
SSD1	ARPC4
CLN2	NFIB
IOC3	FAS
SEC39	PTPN4
LIN1	HSPA4
MRPL51	RBM14
CDC3	CHMP2A
GIN4	MPL
PRE9	LSM7
HRK1	FCGR3B
SWD3	NTRK3
PRK1	IL13RA1
PFK2	LSM1
YMR262W	CLNS1A
HXT7	PLP1
RET2	ZNF24
DCP2	OSM
CCH1	SPRY2
NIS1	FGF23
NBA1	PHEX
ERG7	ABCG5
ERG27	ABCG8
TFB4	PPP1R15A
CDC27	KIF3A
CWP1	FKHL18
DST1	RGS3
MRPL19	GADD45B
SRL3	TPD52L3
ATP7	SEC24B
HSE1	POLR3E
HKR1	POLR3A
RAD52	PCSK1
LOS1	HTN1
SWA2	EXOSC7
RAD27	HSH2D
RRP6	PDCD6
BMH2	TRAF3
PIK1	TRAF3IP3
SSA3	NUP62
YNR047W	TRAF3IP1
YGL082W	HCN4
FAA4	HCN2
PRI1	SGK
YPR174C	CIB2
SNF11	SUMO3
YGR130C	TARS
YMR031C	HARS
CCP1	MLKL
COF1	C16orf70
TWF1	KIF17
TRM3	C9orf100
ENO1	DTX2
UBP3	CHRNB1
FZO1	LTC4S
MCK1	MGST1
BUD14	C3orf63
RNR2	CHMP1B
SPC2	STAMBP
AKR1	ATXN7L3
SYN8	USP6
BCH1	COASY
SLA2	RIT2
PAN1	PLCL2
END3	DSCAML1
SUB2	TRPC3
HFM1	DPYSL4
ATG26	HDLBP
MRP8	CNTNAP4
PMS1	SCGB3A2
YNL086W	GUCA2B
PRI2	ISOC2
LYS9	UCHL5IP
PUT1	PCBP2
YMR315W	IGSF2
COG7	RAB3IP
YDR338C	SSFA2
GET2	TPO
MAM33	STATIP1
SLX5	EXOSC8
IDH1	C20orf67
QCR7	NUP133
RPS12	ACP1
RAD18	SYT14
RAD6	SYT16
TFA1	MLL
MTW1	LAMC3
NNF1	WWP2
SIC1	MAGED1
YPL009C	CD28
YDR306C	ALAS1
CCT3	C19orf43
GCN20	STAU1
FMP52	MYH1
REI1	TMEM62
SWC7	GPIAP1
BDF1	CPSF6
PSY2	ARPC3
COQ4	SH3PXD2A
YPK1	BCKDHA
YPK2	BCKDHB
MET18	MUC7
RAD3	GALNT10
STE4	SERTAD1
ZDS1	PRKAG1
URA5	GNRH2
URA10	GNRHR2
VPS41	UBE2L6
ARC1	CUGBP2
BUD23	PIK3R5
LCB2	BSCL2
LCB1	TMEM19
TEX1	MX1
FMP32	UPK1A
ERV29	UPK2
SUP45	TRPV1
MET6	BZRAP1
AHC2	PRF1
CUS2	FBXO15
SMC5	PRAM1
UBP6	MPP6
ADR1	PHIP
UFE1	AKAP6
SEC20	PPYR1
SEC22	FKBP1B
CCT7	CDC5L
VID27	PRPF19
MRD1	PIK3R3
ERP1	POU2F1
ABZ2	BOP1
DSL1	SLC8A1
TAF13	PIGU
DAD1	APAF1
DAD3	NLRP4
COP1	ZNF446
CDC13	BCAT1
VPS72	U2AF2
MSB2	PTRF
TID3	KCNG3
RGD1	HTATIP2
FYV8	NCOA5
ARC40	RPS25
VPH1	HLA-C
VMA22	KIR2DL1
RRP3	MAP2K1
KAE1	ERAF
CGI121	HBG2
SLY1	DEFA5
YCR076C	ABCB1
PDR1	IVNS1ABP
MUK1	GLRX
CAF40	PDK1
ATP3	SEC24C
LEO1	DYNLL1
SEC7	CALM1
ARC35	RPS16
DTD1	FGF19
FOL1	FAM50B
MGM101	ATRNL1
ARO3	VDAC1
PHB2	PRKAR1A
SPP1	SORT1
YER071C	DLG3
AIM21	ABCA1
GCD1	CD36
RTT106	FAT
AIR1	TSEN34
PEP8	SCGB1A1
YDL173W	CNDP1
RAD26	CNDP2
PCS60	LARP5
VPS35	CRYAA
GET3	ERVWE1
GET1	SLC1A4
IMH1	TINAG
LYS21	DAB2
NPL4	RUTBC1
SSA4	EDN3
FAS2	BMP2
LSB5	MGP
PEX5	GSTA1
MMT1	GSTA2
ORC3	EPHB3
SEH1	RAB1A
VPS5	CUBN
SAC3	USH1C
THP1	MYO7A
CDC53	INADL
LEM3	ACTR8
SWD1	DOK5
TOP1	ERBB2IP
REB1	GALNT1
SEC63	ABCD3
SEC62	PEX19
TIP41	SLC9A6
CHS6	ALOX12
SNF4	MYH9
SEC16	RAB5B
YPT52	CYCS
MRS6	AGTPBP1
NTA1	SYT11
TAH1	AMHR2
MYO2	SNTB1
SHE4	SCN5A
QNQ1	SNTB2
CPA1	HIST1H2BD
AAR2	KIAA0310
YML131W	AOC3
TFS1	CFL2
PRC1	LIMK1
RAD16	SFRS5
PSF1	RCN2
PSF2	NPTX2
VMA4	RYR2
SEC26	ZNF263
YIL161W	GRK7
FAP1	PDE6D
TAF2	NBEA
TAF8	SCFD1
GPI16	RYR1
GAA1	RASSF8
PPH3	ACTR3B
FES1	IL3
IML3	PMAIP1
APL6	TBCD
APS3	ARL2
APL5	PPP2R2B
CYK3	EPHB4
NAB6	ZCCHC10
SAS5	C10orf35
WTM2	SLC39A11
SOD1	PLEKHM2
CCS1	SLC39A1
KEL1	SCAP
KIN1	PGRMC1
CSE1	ROPN1
RPN11	ANXA5
NSE3	MXD1
NSE4	MYCN
VPS13	KCNA3
VID30	NEK9
YDL176W	CLK4
AMS1	PRLHR
SLX9	RPS6KA1
ELP3	CORT
ALT1	MLSTD2
SIP2	SEPT11
IDS2	PPP1CA
AHA1	HIC2
SEC18	RAN
SSK2	TNNI3
PBS2	DSCR1L2
MAS2	KLHL2
MAS1	KLHL12
YMR181C	CNR2
YNL247W	C8orf32
PKH1	GOLGA4
RAM1	UPK3A
RAM2	UPK1B
EFG1	CLPP
BUD22	CLPX
CAP1	LIN7A
RAV2	RYR3
PPN1	LYPLA1
FAR1	C3orf60
DLD1	IHPK3
MOG1	RLN1
KTR6	EPPK1
SGT2	PSMD8
MDY2	WDR76
NMA2	UTRN
ITC1	FER
YHR009C	CCDC5
YMR086W	NXPH1
SIR2	HLA-DRB5
GIS4	PCSK9
ORC5	RYK
ORC6	FZD8
YEL025C	IL28B
SCS2	IL20RA
OPI1	IL19
BBC1	IPO4
TCB3	CEACAM1
BEM1	ODC1
CYR1	HADHB
SRV2	TNNI3K
DPB3	IGSF21
YMR31	PRSS23
BUD9	CEACAM6
SCW11	GALT
DIA1	KIAA1609
YPL088W	PLAC8
TUB4	RRAGA
SNF1	S100A4
YMR187C	BMPER
DHR2	SLC40A1
UBP10	HAMP
PTC1	SIM2
SHP1	ZNF291
MRN1	ELL
FUR1	GRINL1A
NSP1	TCEA2
NUP57	PMPCB
HSP78	C20orf42
PDC5	MAGED2
DGA1	ORMDL3
PRM8	CNOT10
IDP3	GJA7
TEL1	CR1
ATG4	BBS4
APM3	PPP2R2C
RAD7	LST1
VPS33	RNF40
YBR225W	IGKC
PSF3	NPTXR
NUP49	ATP6V0C
BRL1	TMEM102
HAP3	NUPL2
NTH1	INA
YME2	PDE4A
TFG1	FLNA
HPC2	IL28A
RTG2	GRIN2D
ERP2	SOX2
ERV41	LCP1
ERO1	RAB1B
TOA2	MICAL2
TOA1	PLXNA4A
CIT1	ALG2
YER156C	GDF11
ROM2	MLF1
ACK1	INVS
MRH4	XRCC6BP1
RRI1	CRB1
CDC39	PDHA1
PDX1	PC
EMP47	ITGB4BP
SSP120	C4orf27
SIS2	C1orf182
YRB30	CSRP1
IKI1	TLR5
YLH47	SEC14L1
ALD6	ZNF74
GDI1	CYB5A
BRO1	TPP1
MCM7	DBC1
ERG26	SMPDL3A
DSN1	LAMA2
BDF2	ZH2C2
TOS4	PPID
PRP28	SLC25A4
TAD2	MAP3K13
MDM20	MMAA
NAT3	MUT
PEP3	RNF19
RTG3	CTNNA2
NMA1	PGM5
KKQ8	AGL
TRS130	MAP1LC3B
PET112	EBP
LRC6	EBPL
FAR3	DPYSL3
DBF4	SFRS7
PRP2	KIAA1967
MCD1	PIP5K1B
YJU2	SACM1L
TMA108	SAMSN1
RTR1	KDELR1
PAF1	GPHN
AIM17	RHBDL2
CYS4	SMUG1
YGR205W	SEMA4G
OCA4	IDH3G
STP22	SERPINA1
VPS28	DERL3
SNT2	DPYS
ECM5	CFB
VPS52	NIF3L1
NMD3	SLC9A2
HRD1	CLPS
HRD3	LIPF
ICL1	APOF
PAA1	GAL
PTC2	GALR1
SOK1	PCDH7
PST2	SCP2
YCP4	TFG
RPL22B	SPSB1
PHO85	DICER1
PCL8	PIWIL1
OXA1	MPST
HOG1	KLRG1
RCK2	LEPROTL1
PGA2	ELP4
YNR062C	CCT5
YBR139W	SIGLEC5
YCF1	NRK
DBP6	MGLL
HOS2	CXCR3
NUP82	CENPT
ATG1	GNAS
KEL2	INSIG1
SEC31	IFNA8
CPR6	INHA
SOL2	CUGBP1
CSN9	KIF1B
MKS1	PPP2R2A
SHE9	CNN3
PHO81	PIWIL2
ASR1	PAIP2
TFC4	TMF1
TSC10	NDUFA13
YPT7	RHBDF1
HAM1	DNAI1
UBP13	GPHA2
YOL087C	GPHB5
MMS21	MAX
UME6	SMNDC1
MRM1	FAM62B
VPS34	SFRP1
GIM3	POP1
SLF1	VRK1
RTT105	NPY2R
CRT10	SRXN1
CLN1	NFIX
MSH6	AGRP
DCS1	A1BG
DCS2	CRISP3
PTC7	MTM1
SEC14	MTMR12
YCR016W	CD4
USA1	PNLIP
PDC6	BAIAP2
LTE1	INSIG2
ATG17	PRKAR2B
ATG29	MARK1
RLP24	COX5B
PRO1	C1orf41
DOM34	RABL4
SUR4	HMGCR
HGH1	QARS
SRM1	RLN3
PTC3	GPR151
MET13	TTC35
MET12	COX4NB
PHO88	TEKT4
FLC2	CEACAM3
YOR352W	ADIPOQ
GLN4	RXFP2
GLT1	HES1
YPR036W-A	PIGO
SKI2	GABBR2
MGE1	XCR1
CYM1	XCL2
TAO3	SCUBE1
NBP35	SCUBE2
CRD1	SCGB1D1
DED81	SCGB2A1
SMC2	TIMM23
YCG1	TIMM17B
VID22	NEB
TBF1	DES
SES1	ARL6IP4
ALD4	HLA-DRB3
YKL061W	GNAT1
YGL079W	RGS9
BRE5	RAPSN
CHC1	CHRNA1
YOR356W	DGCR2
RRP45	SH3GL3
USO1	IL9R
YMR317W	IL9
YFR017C	TXNL4B
BUD2	CCDC88
SPT6	ABCB7
SPN1	FECH
DCW1	GABRB3
TFC3	DCTN1
PEP12	MT-ND1
PET111	BCKDK
SUM1	CYP3A4
RFM1	UGT2B7
YCR043C	AMY1A
NEW1	LZTR1
PCM1	SLC1A2
MGS1	JUB
ELM1	FBXO21
DPH5	NDN
SEC1	PARD3B
YMR258C	CYB5R3
RMP1	SCN3B
MMS4	OMG
MUS81	RTN4RL1
CMK1	MRPS34
VPS15	FZD6
RAD51	PCSK1N
DOC1	KIFAP3
MUM2	P2RX2
SPO14	P2RX1
MND2	STAG2
ULA1	FBXO38
UBA3	KLF7
NMD5	TERT
PDR15	SMG5
PMR1	GUSB
PSD1	CES1
DRS2	HFE
HMT1	SSPO
PSP2	ATXN7L1
TPK3	IFIT2
PCI8	EIF2C1
GLN1	DNALI1
BSD2	GJA8
IFA38	C2orf44
DCP1	IL6
MSS51	XCL1
VPS16	STX1B1
YNL108C	BCAM
PTC4	GALR2
YDR186C	TUFM
KOG1	CD180
TOR1	LY86
CTF8	MYO5B
CYC3	KLHDC4
YAT1	WDR1
LSM12	LGALS3BP
ARD1	TYROBP
PRX1	FAM69B
DOA4	RBMS2
KCC4	FGF17
BAT1	C1QTNF5
BAT2	ACOX1
HFD1	MICAL1
APL1	IGLL1
YJR142W	BMP15
PCL7	PIWIL4
IGO1	SOCS2
SEC66	ABCD1
EAP1	SURF6
HMG2	STT3A
HMG1	CSDE1
VMA5	HOXA13
RFC4	GNA14
YBT1	IL17A
DAK1	IL17RA
SSE2	WHSC2
TFC7	BICD2
RPL35A	CD79A
PSR1	UBQLN1
PCF11	SPTAN1
CLP1	KPNB1
TVP18	CLDN16
DYN1	C4B
GEA1	MYO10
VPS3	MAN2C1
YOR262W	CALML5
ALY2	DHX37
STE23	EAF1
BUR2	GINS2
SGV1	GINS4
FAB1	PTPRJ
CBK1	CLDN6
HEF3	TGM3
YDR282C	TNRC15
SPC34	CASP9
HSK3	BCL10
URB2	MAST1
SPC25	KCNC1
RRN6	ASB9
LSC2	C1orf89
LSC1	FUZ
IST2	STRBP
DML1	FH
LSB3	PLXNB3
SLA1	MAGI2
YPS7	TH1L
PUF3	RPS21
SNX4	TTK
ATG20	AZU1
SQS1	MYCBP2
YGR071C	TRIM7
ADE16	RAP2A
YCR015C	C7orf26
OTU1	DUOX1
ESP1	CPNE6
YLR455W	GAGE5
YKL100C	ACADM
STT3	CCDC7
YGR203W	NUCKS1
NIC96	MARK3
SYC1	LRP1B
PKC1	DTX3
TMA46	KALRN
MET10	SKP2
RPS29B	DDAH2
ADE13	ARL11
PAM1	CD40LG
BNI1	CD5L
YBL113C	EID2B
YPL109C	PRPF38B
GRX4	HBE1
YRA2	TCF21
NUP133	ZC3H10
TFC1	DCTN4
SEC72	ABCD2
ADE5,7	ADD3
TLG2	NRSN1
YHR202W	EDEM2
RHR2	CENTB5
MAK3	TXNDC4
MAK31	ITPR1
YLR257W	HES6
SIS1	ATXN1
SER3	LRRC4C
SER33	NTNG1
SLU7	C7orf43
PRP18	TMEM50A
RKM2	BMP8B
VPS53	COMT
RAS1	MBTPS1
YPT6	CYP1A1
COX5A	FLAD1
COX9	PRTFDC1
YBP1	POLDIP3
GID8	STK16
FMT1	HLTF
CNB1	ATP2B2
CMP2	PDZD11
SRP40	AQP3
TOM71	ARTN
YLR072W	GFRA3
PCA1	C12orf31
YPL014W	TKTL2
TPS2	EMID2
TSL1	SERPINH1
HST1	CDX4
GIS2	TPH1
APM1	CALCA
APM2	LIMS1
TAP42	PLRG1
YOR093C	NUPL1
SSK1	PKD2L1
TCB1	BST1
MUD2	NAGS
MSL5	TMEM39B
PRO2	ALCAM
PCT1	LMX1B
YBR053C	ACAA2
RRD2	PRKAG3
AEP1	ARL6IP6
CDC7	DUSP11
ATG18	EFNA4
SSL2	CDH13
SPC97	RRAGD
ATM1	HTR3A
YOR111W	TRAK1
BUG1	CASR
RTT103	GLT6D1
AIM42	NOLA1
SSA1	B3GNT2
XDJ1	C1GALT1C1
SPO7	MTX1
NEM1	MTX2
TKL2	GAL3ST1
TKL1	ARSA
MAK11	PPP2R1B
ADE6	PTGDR
SFB2	RIN2
UFD2	IFT140
SLD5	NPTX1
WBP1	PAX2
TPS1	C2orf18
VTC3	USP18
GPI10	ALG10B
MNR2	KLHL17
SER2	ASH1L
ESC8	CTTNBP2
UMP1	NCLN
FOL3	NADK
YDL156W	MCHR1
OST3	FAM96A
SCJ1	C11orf54
ERP4	FDXR
LYS20	DIP2A
FAR8	KIAA0368
NNF2	G3BP1
KRE2	SOX13
HDA2	SUCLG1
CDC14	SEMA3A
SHO1	C14orf139
PHO80	DDX4
NDI1	FGB
LEU4	CNGA1
LEU9	SLC24A1
RBS1	NUP160
RNA15	PRKAR2A
NOP16	G6PC
CSI1	EIF2C2
MCM6	MMAB
MCM5	MTRR
ECM17	ELF4
MMM1	KLHL1
FUN19	CORO1B
YER140W	CABP4
SLP1	CACNA1F
YLR132C	GH1
TUS1	NPHP4
YPL066W	RPGRIP1
ARP3	SF3A1
VHS2	CHRNA5
RPL15B	UTF1
YMR178W	HTN3
RFC1	SAG
GAL83	SEPT7
SWM1	REC8L1
TRM8	KCNA10
TRM82	POMP
YML081W	SCUBE3
RNH202	TFCP2L1
RNH201	UBP1
YHL009W-B	WDR44
MAD1	ABCG1
MAD2	ABCG4
DOA1	UACA
TAH11	KIF2B
CAP2	DLG2
DUG2	RPS26
DUG3	TSR2
ATS1	SOX11
DIG1	MTMR9
RPM2	ST6GAL1
STE50	UHRF1
MBA1	HIST1H2BB
RTS3	EEF2K
COR1	NUP98
FMC1	SPAG16
ATP12	SPAG6
TRM112	AMBN
TRM11	AGPAT4
GIP3	UBXD2
FTH1	NPLOC4
FET5	UFD1L
RIB7	EIF2AK1
OCA6	ZDHHC6
RAD50	CHGA
TSC13	SCG3
BCS1	CKMT1A
CLB4	SIRT7
CSM3	ASMTL
TOF1	TDO2
RMD9	NUFIP1
YDL026W	RND2
YNL276C	ROPN1B
IRR1	TNFAIP1
NQM1	AGTRL1
TAL1	APLN
MAP2	PKP2
RTT109	SCGB1D2
VPS75	SCGB2A2
THS1	ACSS2
UBC4	POMT1
UFD4	POMT2
CPR4	SULT1E1
PTR3	SMARCAD1
OYE3	PCBP4
MTQ2	GPSN2
CRZ1	ARMCX2
SNX41	TUBB1
VPS36	NPBWR2
GPT2	CLEC4A
TFA2	TASP1
RPS21A	RB1CC1
ARC15	RANBP5
GLC8	GLUD2
YPL206C	HCN1
ADH7	PLXND1
YJL049W	USP40
PHO86	PPIB
ERG29	CAMLG
PDC2	ARVCF
CDC43	UPK3B
YJL070C	JMJD5
AMD1	PCYT2
MAC1	C3AR1
COX13	HOXD9
GPI8	HOMER2
KEX2	GSS
SIL1	GSTZ1
RGP1	MYBPC2
RIC1	MYBPH
YBL054W	EIF1
YER077C	PIM3
YGL039W	EHBP1
SLM3	EHD2
NTH2	TNFRSF9
ATG14	WNT6
DNA2	PCSK6
PSD2	GNPAT
PDR17	AGPS
VTC1	SOX7
TCM62	HIST1H3H
RSR1	MYL9
TMA16	WBP4
ABD1	GSPT2
YEL043W	USP10
PMT4	CLDN7
CNS1	CPNE3
MAK10	ERO1L
KTR3	C6orf25
EMP46	MRPS31
RSA1	TIAL1
TRM9	ITM2A
GSY2	ATOX1
DIG2	MTMR6
VAM7	MTMR7
MSH3	UBTD1
SWI4	C17orf42
HMS1	GRHL1
FRS2	PDE10A
FRS1	WDR3
THI3	SRRM2
RRP15	TAOK2
NFS1	ODF2
ISD11	ODF1
TPS3	OAT
SUR7	ZNF295
PDR12	ZFP161
KRS1	PPP1R14C
ASI3	IL21R
PTK1	GP2
SRL2	AMY2A
KHA1	CCDC89
GDH3	TDGF1
GDH1	GDF9
ATG2	EPHA6
YTA6	ARSF
YBR030W	TIMM8A
MAP1	TIMM13
SEI1	KIR2DL5A
YPT1	POR
DBP8	FCER1A
STE11	HIST1H2AB
FAP7	VEGFC
ERV46	RUSC2
YML082W	C14orf122
BUD6	ABCE1
YOR304C-A	RNASE2
AIM45	FEZ2
ATP11	UTS2
TRP2	GNL2
TRP3	SF3A3
YIL096C	F8A1
YEF1	KLRB1
UTR1	CLEC2D
SPI1	PPP3CC
IDP1	HDHD3
SEY1	WDR40A
SIR3	HLA-DRB4
RIM11	FGF10
YPT31	SCD
SQT1	ZNF467
TLG1	PRSS7
COX6	FAM86A
COX4	HPRT1
TMA20	GUCY2C
TMA22	GUCA2A
RRD1	OTUD5
VPS51	MLXIPL
MLC2	SYNC1
SCW4	C14orf147
YLR287C	GH2
VPS54	LITAF
YOS9	PNLIPRP2
RFS1	EHHADH
YME1	KIAA1107
LRC5	ANXA7
SUT1	SERGEF
LOT5	DPH3
TRR1	KCNIP2
TRR2	KCND3
HXT4	PNO1
IFH1	SHC3
REV1	SEC13
CIK1	SEC31A
PDI1	HAVCR1
MNL1	SEMA4A
HEH2	ALDH5A1
ERG24	ABAT
BNA3	MITD1
YKR017C	UBAP2L
YDR049W	KIAA0664
CKI1	CACNA1D
YGL036W	P2RX3
GDS1	HOXA2
PEP1	SAA4
DEF1	NUDT9P1
HRT1	PRDM16
YPR114W	NFAM1
SKN1	PPP1R3A
PBP1	LGALS3
NIF3	CYHR1
SSE1	CHRNE
DNM1	SHFM1
ILV2	PCID2
TRK1	HIST1H2AE
SAC1	PIK3AP1
PRS3	LRAT
PRS1	RBP2
CAC2	RLBP1
YBR012W-B	RNH1
YMR291W	RNASE1
INP2	ACPP
KCS1	CD200R1
SDH1	SLC16A2
SDH2	SERPINA7
SKI8	ATF5
NDE2	THEG
SUP35	TRPV2
YDR357C	S100B
STT4	IL24
DSS4	CYP1A2
YPR091C	NME1
BRE1	NUP107
LGE1	MRPS2
YDR051C	SPAG4
PIR1	MRGPRX2
FBP26	HSF2BP
YLR345W	HSF2
HXK2	RAPGEF3
SCD6	TTC28
UBA2	SLU7
AOS1	PPIL3
APN1	NAGLU
ADE17	RAPGEF5
RGD2	FOXL1
GIC1	CDKL2
SAH1	KCNV1
CAF16	KCNB2
YLL032C	STIM2
YML119W	STIM1
PPT1	IFI6
VPS27	POLR3D
XRS2	MUC4
MRE11	GALNT11
ILS1	PAIP1
YPL183C	CD274
DOP1	MUC16
MON2	MSLN
SLI15	AKR7A2
BIR1	AKR7A3
GPA1	KLHDC5
NCP1	NKTR
STV1	CD1E
ATG13	SNX13
EST3	CCDC45
PYK2	PPFIA4
CNM67	TMEM24
UBX2	AFP
OXR1	NFX1
APE2	RILP
SFP1	KIAA1305
YDR061W	OC90
PHM8	TWF1
URK1	HIGD1B
YPL225W	PLEKHA8
JJJ1	ZNF287
YOR251C	LZTR2
DRN1	L3MBTL
DBR1	ETV7
VPS9	CLIC2
NUM1	SLC25A11
SAF1	YIPF3
AAH1	YIPF4
TFB5	APOBEC3G
TFB2	APOBEC3F
TPO2	SULT2B1
SKG3	ALS2CR12
PEX14	NME5
PEX17	DYDC2
GCN2	ERAS
MOB1	FAM57A
DBF20	GGTL3
YOR131C	TUBA6
TMA7	GDF7
YMR185W	CLDN8
ZPR1	TTC8
CLC1	CHRNG
LYS2	C3orf34
LYS5	RABL2B
TAZ1	OSMR
LIA1	SPAST
AIM30	SSNA1
GYP5	KCNJ2
GRE3	FAM103A1
KIC1	ZP2
SOG2	ZPBP
SLN1	ANXA4
NUP192	NOL11
PBI2	INSL3
ATP4	BHLHB3
RAD34	INSRR
PSK1	RCC2
YPI1	SPBC24
ELC1	C19orf29OS
SPE4	ECHS1
SPE3	CBWD2
STE12	MTMR8
CYS3	MTAP
NPR2	SLC7A11
BOS1	BAAT
YSC84	BTBD3
TSR2	RAP1B
TYW3	PLA2G10
