yeast	human
YGR283C	MDM2
SER3	PHGDH
YAK1	HIPK3
RPN3	PSMD3
TIP41	TTBK1
FLC2	MAP3K7IP3
PCI8	PIWIL2
YCR016W	NGFB
DCS2	GLT6D1
PTC7	HSPG2
MSH6	MSH6
DCS1	MAP3K6
MPM1	KIAA1107
RFX1	RFX2
DCC1	XPO6
USA1	CENPE
PAA1	AANAT
HRD1	SYVN1
HRD3	AFF4
VPS52	INADL
NMD3	NMD3
SNT2	BRD1
VPS28	VPS28
PSD1	PISD
BUD27	UXT
RRI2	CNGA1
AEP2	DYNC2H1
RPL6B	CACNA1F
NUG1	GNL3
TOP1	TOP1
SRB6	CDH19
HTL1	PPP1R9A
YMR291W	RPS6KB1
YHI9	PBLD
MRPS5	GLDC
MRPS8	GRIP1
HTA1	H2AFX
RPL24A	RPL24
COG1	ZFYVE9
HHF1	HIST4H4
RPL36A	CRHBP
TRS23	TRAPPC4
SIP5	USP9Y
PXR1	GPATCH8
MRPS17	RAB38
UBP15	USP7
SDH2	YTHDC1
DAD3	MYCL1
POL5	MYBBP1A
TFC8	VEZT
RPL2A	IFIT3
KGD2	DLST
PAN3	PAN3
MDS3	ATRNL1
SAP185	SAPS1
SAM2	ADCY1
NOP1	FBL
RPL14A	AUP1
SKG3	MKL2
RPL8B	RPL7A
AIR2	ZCCHC14
YNL134C	RTN4IP1
RVS161	AMPH
RPL13A	MKL1
CAF40	RQCD1
ADH7	ZNF227
BDF1	BRD3
VPS35	VPS35
FES1	SNTG1
SIP2	PRKAB1
GPI16	PIGT
GAA1	GPAA1
SEC26	COPB1
YIL161W	LGALS8
APL2	AP1B1
APC4	ALOX5
NUF2	NUF2
SPC24	PIK3C2B
RPL31A	KIAA1984
RFM1	SLC12A6
TAF14	MLLT1
CLN2	CCNA1
MRS6	GDI1
NTA1	NIT1
GID7	WDR61
ISN1	GOPC
HTB2	HIST1H2BB
QCR2	UQCRC2
TAF13	TAF13
CYR1	SCRIB
VPS53	VPS37B
RAD26	ERCC6
GYP1	TBC1D25
ACK1	MTUS1
PSY2	SMEK2
URB1	ALG2
RPS15	RPS15
TFB1	GTF2H1
ERO1	ERO1LB
CKB2	CSNK2B
CKI1	CHKA
MTQ2	RREB1
WTM2	NUP43
PUT1	AHNAK
TFB2	GTF2H4
VPS17	BRAF
PBP1	ATXN2L
TFB5	GTF2H5
GDS1	CNO
MAM33	C1QBP
DEF1	PAIP1
HRT1	RBX1
UTP15	BTRC
IES5	DYSF
ZPR1	ZNF259
ERG27	CBR1
DML1	TUBG2
RPL17B	FES
KTR2	NBN
SYF2	NEUROD2
GPA1	GNAI1
SRB2	GNPAT
RNT1	RNASEN
RIX7	NVL
SEC8	EXOC4
GLN1	GLUL
YCR076C	IGSF2
NVJ1	TTN
YBR246W	WDR47
PGA2	KLC2
SPB4	DDX18
SNF12	SMARCD2
VMA6	ATP6V0D1
RLP24	CTTNBP2
PRP6	PRPF6
CIN8	KIF11
YDJ1	DNAJA2
PRP4	WDR48
PRE1	PSMB2
YLL023C	ITPR1
RPS16A	GNB3
GUS1	VEPH1
YJL123C	MYO7A
LCB2	SPTLC2
ARX1	PA2G4
ATP5	NSD1
YLR407W	IL13
SAW1	PZP
GPI10	ALG9
MNR2	ERC1
ESC8	PLA2R1
RRI1	COPS5
GCD6	EIF2B5
STT4	PIK4CA
TIF35	EIF3S4
YDR357C	BRAP
SKI8	WSB1
NDE2	VNN2
SDH1	ALS2CL
RPF1	PPAN
RIC1	DDIT4L
YPR091C	SCN2A2
BRX1	BXDC2
RPS20	RPS20
RPC10	POLR2K
RPL11B	RPL11
NSE3	GALNT13
SPT4	SUPT4H1
OCA6	EPM2A
RAD50	RAD50
TSC13	GPSN2
CLB4	CCNB1
CSM3	TIPIN
PET112	TPM3
YDL026W	SEMA4F
YNR036C	MRPS12
PRP11	SF3A2
LEO1	NR6A1
IOC4	DNMT3B
SWS2	PDE4B
YMR310C	TYRP1
PRP24	PABPC3
SWI1	ARID5A
CDC26	CELSR2
RSM10	RNF128
MIR1	SLC25A3
SWP82	CKAP5
MAF1	MAF1
URA10	NPR2
AAR2	PLXNB2
PRS1	PRPS1
VPH1	ATP6V0A4
TMA46	MKRN1
SIK1	NOL5A
ABF2	UBTF
RRP4	EXOSC2
ESP1	MORF4L2
OTU1	ZC3H7A
YKL100C	HM13
SYC1	ZNF148
EAP1	MLL
SNU114	EFTUD2
HAP5	NFYC
SSZ1	HYOU1
HTA2	HIST3H2A
RPN5	PSMD12
HSP60	HSPD1
HHT1	HIST1H3G
HAT1	HAT1
MTO1	NADSYN1
BCY1	PRKAR2A
MRPL33	F8
FUN19	IMMT
RMD9	ANKS1A
BET3	TRAPPC3
PRO1	HNRPUL1
HGH1	CEACAM8
SUR4	CACNA1E
TFC6	CELSR1
ATG29	KIAA1333
POP4	POP4
SRM1	RCC1
SWP1	VCAM1
OCA4	ZNF804A
YGR205W	NAV1
YGL082W	FAM63A
UTP21	TLE4
RTR1	KHDRBS1
AIM17	BBOX1
TMA108	LNPEP
YJU2	CCDC130
RVB2	RUVBL2
RPS26B	RPS26
DIS3	DIS3
MTR3	CASP8AP2
PRE2	PSMA5
RPL19B	DHX36
SEN1	UPF1
RPS11A	RPS11
RPS9A	PPP1R8
CKA2	CSNK2A1
HOT1	TRAF5
ROX3	DLL1
FOL1	ZNFX1
NOC3	ARHGEF5
PRP39	HUS1B
SMD1	SNRPD1
HRP1	MSI1
SMX2	SNRPG
ULP1	SENP1
PRP8	PRPF8
EDE1	EPS15L1
CRD1	CRLS1
PRP46	PLRG1
SEM1	SHFM1
YMR209C	SPTB
IES2	HRG
RPL26B	RPL26
BRE2	ASH2L
ATG13	HCN4
SVF1	ATBF1
ISW1	SMARCA4
YKE2	PFDN6
RPB3	POLR2C
PCL7	OSTM1
CPR1	PPIF
HOG1	CAMKK1
IDH1	IDH3G
CPA1	ERBB2IP
GLC7	PPP1CC
RAD16	HLTF
PRC1	GKAP1
TFS1	PEBP1
MRP10	DBNDD2
CDC12	SEPT4
BRN1	NCAPH
SRP101	SRPR
CEG1	RNGTT
SWI4	ANKRD27
PEP5	VPS11
DDI1	DDI1
KKQ8	TSSK2
HMG1	HMGCR
YOL087C	CDC40
SWD1	RBBP5
YHR009C	FOXRED1
IPI3	WDR18
CWC2	SFRS2
UTP5	RFWD2
SOL1	PGLS
VPS4	VPS4B
GDB1	AGL
UBP13	USP2
MSB2	EMX2
HHO1	H1F0
MUS81	MUS81
GIM3	PFDN4
TIF4631	EIF4G3
TRS130	UHRF1
UME6	TFE3
SUM1	EVC2
SWI3	SMARCC2
TRM112	RUFY1
YGL036W	SFRS14
RTG3	MITF
PDI1	PDIA4
MPE1	RBBP6
YDR049W	ANKZF1
DCP1	DCP1B
ERG24	LBR
UTP18	STRAP
LYS5	AASDHPPT
NOP7	PES1
COG2	APOB
RPL19A	RPL19
YPR174C	TRAF3IP3
AFG3	AFG3L2
RTT109	STAT5B
SPT6	KIF2B
YCK2	CSNK1G2
SMD3	SNRPD3
TAF9	TAF9
NAM8	U2AF2
RPP1A	RPLP1
NOP8	NOL8
SER2	ATP2A2
SLD5	GINS4
ADH1	TP53I3
SLI15	TRIM39
HMO1	HMG20A
RUP1	UBL7
MNN11	RIN2
PHO85	MAPK14
EAF3	MORF4L1
GCD7	EIF2B2
RPL15A	TP53BP1
YCP4	FPR1
RFC1	RFC1
SOK1	BSN
NOP53	GLTSCR2
KTR6	MYH14
TKL1	TKT
TKL2	TKTL2
WBP1	WNT3A
SSU72	GRIN3B
IMP3	IMP3
TPS1	IGHG1
CAC2	CHAF1B
YBR012W-B	OBSCN
TRK1	GPIAP1
ILV2	ILVBL
SAC1	SACM1L
KCS1	IHPK3
SPP1	CXXC1
GIP3	TLK1
CMK2	CAMK1D
RAD3	ERCC2
IWR1	ZNF518
SEC21	COPG2
PDR15	ABCG4
RPO21	POLR2A
LSM5	LSM5
LSM6	LSM6
RPL27A	TRPV5
CKS1	CKS2
OSH2	OSBP
PHO88	SHROOM3
SNF11	GAK
TSR2	TSR2
RRN6	GABBR2
THS1	TARS
VPS75	TSPYL1
MYO1	MYO5A
RPL2B	RPL8
KRR1	KRR1
RFA3	PTPRD
PRP40	PRPF40A
MSP1	KATNA1
SEC6	EXOC3
NGL1	KATNB1
YKT6	YKT6
ECM16	DHX37
RLF2	TUBGCP6
DBF20	STK38
TUP1	TLE1
SNX4	SNX7
YGR071C	TAF6L
SLA1	NCK1
YGR203W	CDC25B
ADE16	PIGQ
RPA12	ZNRD1
YEL043W	SNPH
IML1	RAPGEF4
PSR2	CTDSP1
DNA2	DNA2L
FYV10	MAEA
TPK2	PRKACA
HAP2	NFYA
GPI17	PIGS
OKP1	THRAP3
AIR1	ZCCHC7
GCD2	EIF2B4
CHD1	CHD1
CTM1	PRAF2
MET12	ZMYM3
YOR352W	EPHA2
GLN4	QARS
RPS9B	RPS9
MLH1	MLH1
ARP4	ACTL6A
BAT1	TACC1
YNR062C	NARG1L
YBR139W	CTSA
ATP4	KRT1
CSR1	SEC14L1
SWC5	CFDP1
HPR1	MAP1A
GCD14	HEXB
AME1	ACTA1
YKL061W	PIK3R2
MRPS28	STMN4
NSA2	PROX1
SPC19	SIM1
RSM28	RIF1
RLP7	CACNA1B
TAT1	SLC7A6
FYV8	SCHIP1
GET1	PDE4DIP
RSA3	SIX4
IMD1	CLCN7
GSP2	RAB5B
WTM1	FBXW4
RSC9	ARID2
RPS2	RPS2
CYC8	UTX
PRE7	PSMB1
UFD2	UBE4B
SGF73	ATXN7L1
LAG1	LASS2
DBF4	DBF4
MRPL44	WWP2
RRP40	EXOSC3
RPS7A	RPS7
RXT3	SPRED1
YNL108C	UBASH3A
YGR054W	SYNE1
YKU80	XRCC5
ADA2	TADA2L
ARC15	ARPC5L
MUK1	RIN3
NBA1	PHF23
DDR48	RAP1GAP
RSR1	RAP1B
RPL32	LOXL1
PFK2	PFKP
YMR262W	PTPRS
LYS21	HMGCL
NPL4	NPLOC4
SSA4	HSPA14
RPA49	POLR1E
PDR5	ABCG2
HCR1	TINF2
FYV4	IL10
RRP5	PDCD11
PMA1	ATP1A1
ATG14	NAV2
STE4	STRN
ZDS1	SP1
BUD23	GNMT
VPS41	VPS41
HOS4	ANKHD1
NPL3	ELAVL1
TEX1	THOC3
POP7	MYH11
RNH1	OGFOD2
YTA6	SPAST
ILS1	IARS
BOS1	GOSR2
PDR1	IFT88
TUS1	ITSN2
FMP32	CCDC90B
RPA14	PACS1
RRP45	EXOSC9
PDR17	RLBP1
YGR266W	MYO18B
RET1	MAPK10
TAF7	TAF7L
RPS22B	ATRX
DBR1	ACTG2
YDR186C	TAF1L
EFT2	EEF2
CSN12	PCID2
MRH4	DDX19B
CDC16	CDC16
TFG1	TACC2
ARP3	ACTR3B
CIA1	CIAO1
ISW2	SMARCA5
PUS7	TLR6
BSD2	NDFIP1
URA3	UMPS
BUB3	BUB3
YBR030W	RASSF7
RPC82	POLR3C
STV1	THBD
TAF4	GRM4
SER33	CTBP1
KRE11	ANK2
MED11	CENTA1
APC1	ANAPC1
NRD1	RBMS1
TCM62	KIF2C
TPK3	GSK3B
SPT5	SUPT5H
HRK1	CHEK1
YGL242C	ANKRD1
POP3	CYP2E1
PRP2	DHX16
TDH3	BAI1
ATG2	VAV3
SEC28	COPE
SEC5	EXOC2
LSM7	LSM3
PTR3	CDH24
OYE3	FANCA
RPL30	RPL30
VPS36	VPS36
ABD1	RNMT
MRPL19	RPS6KA2
QCR7	UQCRB
MAD1	MAD1L1
MRP1	RNF31
TFB3	MNAT1
RPT4	PSMC6
PRR1	MARK1
RPN7	PSMD6
RPB10	POLR2L
SRL3	INPP4A
YCF1	ABCC2
CKB1	PITPNM1
PUP1	PSMB7
HSK3	SSX2IP
BIR1	BIRC5
MHR1	L3MBTL
SPC25	LMNA
SPC97	TUBGCP2
RRP12	RRP12
ERP5	CREBL1
ROK1	DDX42
WHI2	TRIO
RSC6	SMARCD3
HFI1	PHKG1
HSP104	TOR1A
DLS1	CHRAC1
GCD1	EIF2B3
RPC37	POLR3E
SCC4	PEX1
RPS28B	RPS28
TFP1	ATP6V1A
CET1	CACNA1A
YDR306C	SKP2
YMR185W	ZMYND10
TBF1	TERF1
DED81	NARS
SCL1	PSMA6
TAO3	FRYL
CYM1	LRP1
RTT102	ROBO1
TRS20	SEDLP
PEP12	STX12
DTD1	HARS2
DAM1	CEBPA
EHD3	ECHS1
APS3	AP3S1
SYF1	XAB2
FPR4	FKBP2
TRS120	NPAS2
UTP6	UTP6
TAF5	TAF5L
GSG1	STAU1
IFA38	DHRS7B
RPL42B	FANCD2
CTK3	SMG7
MAK5	DDX5
VMA7	ATP6V1F
RPS11B	SERPINA5
CCT4	CCT4
NOP2	NOL1
MRPS9	MRPS9
ATP8	WFS1
PWP2	PWP2
HSP26	LPHN2
NKP1	EPB41
ARO3	CHCHD3
RCK2	CAMK4
ATP22	PYGM
LSM2	LSM2
GIN4	BRSK1
CDC3	SEPT7
SEC39	POLI
MRPL51	DNAJC14
LIN1	CD2BP2
FAR11	CHRM3
PSE1	CSE1L
ZUO1	DNAJB11
RPB8	POLR2H
RPF2	PTPRF
TRX2	TXN
IMD4	IMPDH2
ERV29	CNNM3
MET6	TRIM69
SUP45	ETF1
AHC2	CSPG2
ATP16	PRDX5
UFE1	STX18
ADR1	OSR1
YGR250C	HNRPC
PMS1	PMS2
YAT1	CRAT
RPS26A	IGF1R
PGI1	GPI
YPL183C	WDR6
CWC23	DNAJC5
MRPL27	ACACB
YHR122W	FAM96B
PRP45	SNW1
BCH1	ABCA1
RAD18	RAD18
VAM7	SNX24
ARB1	ABCF1
SEC10	EXOC5
RPL43A	IL1RL1
ERP2	TMED1
YPK2	PDPK1
SIS2	ACTN1
ATG26	PIGA
AHA1	AHSA1
TPI1	TPI1
TUB4	TUBG1
SPE4	SMS
CTR9	CTR9
SLY1	SCFD1
SAK1	CDK8
NOP6	PSPC1
AAH1	ADA
RPG1	EIF3S10
SBE2	ZFYVE16
AMD1	AMPD1
SPO7	ARHGEF12
YPL206C	GDPD2
RKM2	MTR
PSF2	GINS2
PDC2	CENPB
RPA34	MLLT6
IDH2	IDH3A
NCE102	MAPK7
HSE1	STAM2
MRPL35	MRPL38
ILV1	ANXA5
NOP58	DNMT1
SKI6	EXOSC4
VMA2	ATP6V1B1
VMA8	ATP6V1D
BRR1	FANCL
ALD4	ALDH2
YBR225W	INPP5E
BET5	TRAPPC1
SRP68	SRP68
POL1	POLA1
YML131W	PRKDC
CHA1	PTPRB
EAF5	CMYA5
CSE2	PRDM4
GET2	ABCA2
DIB1	TXNL4A
RPS30A	FAU
RSE1	SF3B3
NOP13	RBM23
DRN1	CWF19L1
END3	EPS15
CDC40	WDR57
SLM3	TRIM23
YFR017C	MAST2
DSL1	AKAP3
ECM10	STCH
YOR356W	MICAL2
RPB5	POLR2E
SNP1	SNRP70
SBP1	RBM14
PGD1	PDCD2
RPS10A	RPS10
RPL29	RPL29
FUN12	EIF5B
NUP120	RYR2
BUD4	SATB1
MSH2	MSH2
LSM4	LSM4
YKL033W	SLC6A12
ELA1	TCEB3
ARP7	ACTR1B
PBA1	NF1
IDS2	ZMYM6
SLX9	ZUBR1
LYS9	AASS
RPL38	RPL38
ADE6	PLXND1
EFB1	EEF1B2
HAM1	VCL
SKI7	GSPT2
SNF7	CHMP4B
RNA14	CSTF3
ARP2	ACTR2
RPS17A	NEB
BNI4	LTA4H
SSP120	NUCB1
SNU56	LMNB1
MRP20	JAG2
NOP10	TRPV6
BUB1	BUB1
TIM44	TIMM44
ROX1	SOX7
YER071C	ITGAE
SLX5	BFAR
YEF3	ABCC9
MLC1	CALM2
RPL37A	POMT1
DYN3	DYNC1LI2
RRP1	KIAA0179
SNU71	MME
MOB1	MOBK1B
APL3	AP2A2
HFM1	ASCC3
PAN1	REPS1
YLR132C	ZFPM2
CHS1	PECAM1
TOS4	SYTL1
KRI1	SCN4A
JIP5	ERCC8
MED1	FMNL1
SSN2	FHOD1
SYP1	CACNB4
HDA3	TNNI3K
AIM21	SYNE2
ZEO1	APOA1
TYW3	KIAA2026
HSH49	SF3B4
SIC1	TNC
NPR2	SCN3A
DST1	TCEA1
ELC1	TCEB1
EXO84	EXOC8
TUB2	TUBB3
RRP3	EIF4A2
APC2	ANAPC2
FAP7	AK1
YGR017W	PTX3
SMD2	SNRPD2
GIM4	PFDN2
NAR1	NARF
LSM12	IFI16
KAE1	OSGEP
HSP82	HSP90AB1
SLM1	MACF1
SWM1	SSR3
RNH202	HHIP
RNH201	HD
YHL009W-B	FBXO44
FAR3	CLIP1
SPP381	ILKAP
AEP1	HEATR2
HEH2	PDE6A
TFA1	GTF2E1
GPI8	PIGK
IPI1	TEX10
RGP1	STARD9
MAC1	MLPH
RNR4	RRM2B
YER077C	ELMOD1
YGL039W	ZNF10
FIG4	SYNJ2
TAZ1	TAZ
TMA7	ZDHHC23
TCB3	FAM62B
AIM30	FAM113A
RRS1	RRS1
ARC40	ARPC1B
EGD2	NACA
NSE4	EID3
SOD1	SOD1
MRD1	RBM19
IMH1	LAMA1
SPC2	PCDH7
RPS0A	RPSA
PHO86	CARD11
TRM9	TJP1
CDC43	PGGT1B
YRA1	SFRS6
RPS19B	RPS19
KTI11	DPH3
PDC1	HACL1
TRS33	TRAPPC6B
RPS0B	KLHDC4
PRP18	PRPF18
MRP21	DNM3
YDR196C	COASY
SEC27	COPB2
YSH1	CPSF3
RCL1	ARHGAP4
RPN12	PSMD8
IMP4	IMP4
RTG1	TFEB
RPL18B	STMN1
PTC6	PPM1L
DEP1	BRMS1L
BUD2	RASAL2
DCW1	HLA-G
TFC3	C4A
NIP7	NIP7
SPO14	PLD2
INP2	ASCC1
CEF1	CDC5L
GCN1	GCN1L1
SDA1	UNC45A
MED6	MED6
TSA1	PRDX2
HMS1	SREBF1
SNU23	NUFIP1
RAM2	FNTA
YMR315W	TG
SAP190	SAPS2
NPL6	ITGAD
ACS2	ACSS2
VPS72	VPS72
TOA2	GTF2A2
RPL33B	RPL35A
SPT20	TAOK1
ORC3	CYP11B1
CAF20	KIAA1377
RPP2B	RPLP2
RSM22	METT11D1
URA2	CAD
MRPS18	NDE1
ATP3	ATP5C1
SLU7	SLU7
VMA22	CD82
NUP145	CLINT1
GLO3	SMAP1
VPS9	RABGEF1
RMP1	PDIA5
COQ4	DIXDC1
COX13	DUOX2
CWP1	HELB
BCP1	BCCIP
TUB3	TUBA2
GLE2	RAE1
APC5	ANAPC5
CPR4	PPIB
SRN2	BCKDK
TID3	KNTC2
MAE1	ME2
RAT1	XRN2
CDC13	PTGS2
IMG1	MAGEB18
YGR272C	DPPA2
NNF1	MTMR6
PRE6	PSMA7
YRB30	PTPRG
RPL15B	RPL15
SLP1	GUCY1A2
YER140W	RTN1
MRP13	MCFD2
SEC17	NAPB
PIL1	NUP50
FIT1	MUC16
ABZ1	JARID2
RPN11	EIF3S3
RPL9A	RPL9
CMD1	CALM1
HPC2	NUMA1
YOR131C	IDUA
YPT52	RAB5C
FAS1	HSD17B4
TMA16	ZNF197
MDJ1	DNAJB9
GRE3	AKR1A1
ERG26	UXS1
RNR1	RRM1
PSF3	PAMCI
YPL183W-A	CCDC14
MRPL13	PRSS8
MRPL24	MRPL28
COX5A	NAIP
COX9	PKD2
RPL20B	RPL18A
SEC62	TLOC1
YPT6	RAB6B
CHL4	KCNV2
GPM1	PGAM2
RPS12	CLPX
PRP3	PRPF3
DPH5	SFRS2IP
YMR258C	USP13
NAB3	TIAL1
PBP4	BRF1
VPS5	SNX1
PTA1	SYMPK
YJR011C	POLRMT
PRP42	PSTPIP2
VAC8	KPNA3
RPS8A	ATP7A
MIS1	PTCH2
PSF1	ORC3L
SKI3	KIAA0372
STM1	ARFGAP1
RPL8A	SCARF2
RPS4A	RPS4X
FMP27	LOX
RPA190	POLR1A
IML3	BRI3
CYK3	GRAP2
URK1	ITGB1BP3
ARO1	LPL
PTI1	CSTF2
YBL054W	MYBL2
NAT3	ADAMTS5
TFC1	GTF3C5
SCS3	PRTN3
MTR2	THRAP1
THP2	CRSP8
HSC82	HSP90AA1
GON7	SAP130
DBP7	DDX3Y
PSH1	TRIM25
HDA1	HDAC6
VHS2	CNTNAP1
RPL21A	RPL21
MRE11	MRE11A
SOH1	MED31
FMP52	HTATIP2
NSL1	UBE4A
VMA13	ATP6V1H
YMR178W	FLAD1
RNA1	RANGAP1
RHR2	HIVEP1
YNL086W	SPTBN2
YUR1	ITGA3
ATM1	ABCB7
PRP31	SHOC2
SGN1	PABPN1
MET18	MMS19L
NUP82	PCNT
PMR1	ATP2A3
SCS2	VAPA
VHS3	ATF4
SME1	SNRPE
CNS1	TOMM34
GSY2	NXPH2
RSA1	DAG1
ASE1	PRC1
RPS1A	SEMA3C
MAK3	NAT8
YHR202W	NT5E
TVP23	FAM18B2
SEC72	SPAG1
MRP7	MADCAM1
SIS1	DNAJB4
VPS51	MYST3
OPI1	CPAMD8
MED8	IMPA1
LSM1	LSM1
TLG1	CDC42BPG
KRE33	AHR
PEX11	PEX11A
CDC11	SEPT5
NDT80	GOLGB1
XDJ1	DNAJA1
RPC25	GRB7
MRPL16	BLK
NMD5	IPO8
UFD4	TRIP12
BRE1	RNF40
SWC7	GRID2
TAL1	TALDO1
CSR2	CAND1
CYS3	VRK1
DHH1	DDX6
POR1	VDAC3
YLR003C	CCDC127
MRPL6	ITPKA
MAD2	MAD2L1
RPS1B	RPS3A
MDM20	CACNA1D
BUD21	PTPRR
NOP14	MLL3
CCT7	CCT7
SEC20	MUC6
TUB1	TUBA1
NHP10	HMGB1
SNT1	NCOR2
SYN8	STX8
KAP123	RANBP5
NET1	CDH2
CCT2	CCT2
YAF9	YEATS4
MRPL10	KIAA1009
PUF3	PUM1
NMA1	LCT
YEL025C	GPC1
SRC1	LEMD3
SHE3	DLG5
SNT309	PTPRK
RPS14B	FKBP1A
AIM42	TST
FMC1	APLP1
IST2	TMEM16H
GIS4	CRISP3
ENT3	EPN2
RSC2	BPTF
YGR149W	HACE1
ESF2	ABT1
MRPL40	KIN
BEM2	ARHGAP15
YTH1	CPSF4
IMG2	UTRN
NUT1	SMARCE1
YKL023W	BZRAP1
YOR251C	MPST
RIX1	FZD4
HEK2	PCBP3
HIR2	KCNH2
YIL001W	ABTB1
CDC33	EIF4E
DPB3	POLE4
YMR31	USP1
BUD9	PHC3
RFA1	RPA1
MEC1	ATM
TOR1	FRAP1
DAD2	MYBPC1
AMN1	FBXL2
RPD3	HDAC1
MTR10	TNPO3
TIF34	EIF3S2
COG5	COG5
SPE3	CBL
RSM18	MRPS18B
