Entry	Gene names	Entry name	Gene ontology IDs	Organism	Protein names
Q0P903	pnp Cj1253	PNP_CAMJE	GO:0000175; GO:0003723; GO:0006396; GO:0005737; GO:0006402; GO:0000287; GO:0004654	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)
P80672	porA Cj1259	PORA_CAMJE	GO:0007155; GO:0009279; GO:0006811; GO:0046930; GO:0015288	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Major outer membrane protein (Porin)
Q9PMU0	ppk Cj1359	PPK_CAMJE	GO:0005524; GO:0006799; GO:0008976; GO:0009358	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)
Q9PNH7	prmA Cj1117c	PRMA_CAMJE	GO:0005737; GO:0008276	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)
P53000	proA Cj0558c	PROA_CAMJE	GO:0055129; GO:0050661; GO:0005737; GO:0004350	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)
Q9PJ29	proB Cj0097	PROB_CAMJE	GO:0005524; GO:0055129; GO:0005737; GO:0004349	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
Q9PP76	psd Cj0847	PSD_CAMJE	GO:0006646; GO:0004609	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]
Q0P8W4	pseB Cj1293	PSEB_CAMJE	GO:0016829; GO:0000166	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115) (Pseudaminic acid biosynthesis protein B) (UDP-GlcNAc-inverting 4,6-dehydratase)
Q0P8W3	pseC Cj1294	PSEC_CAMJE	GO:0008483	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92) (Pseudaminic acid biosynthesis protein C)
Q0P8U5	pseG Cj1312	PSEG_CAMJE	GO:0016787	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase (EC 3.6.1.57) (Pseudaminic acid biosynthesis protein G)
Q0P8U6	pseF Cj1311	PSEF_CAMJE	GO:0046872; GO:0016779	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Pseudaminic acid cytidylyltransferase (EC 2.7.7.81) (Pseudaminic acid biosynthesis protein F)
Q0P8U0	pseI neuB3 Cj1317	PSEI_CAMJE	GO:0016051; GO:0046872; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Pseudaminic acid synthase (EC 2.5.1.97) (Pseudaminic acid biosynthesis protein I)
Q0P8U4	pseH Cj1313	PSEH_CAMJE	GO:0008080	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Acetyltransferase PseH (EC 2.3.1.-) (Pseudaminic acid biosynthesis protein H)
Q9PHQ1	pstB Cj0616	PSTB_CAMJE	GO:0005524; GO:0043190; GO:0005315; GO:0015415	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphate import ATP-binding protein PstB (EC 3.6.3.27) (ABC phosphate transporter) (Phosphate-transporting ATPase)
Q9PII7	pth Cj0312	PTH_CAMJE	GO:0004045; GO:0005737; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)
Q9PN47	purD Cj1250	PUR2_CAMJE	GO:0006189; GO:0005524; GO:0000287; GO:0030145; GO:0004637; GO:0009113	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)
Q9PHZ9	purC Cj0512	PUR7_CAMJE	GO:0006189; GO:0005524; GO:0004639	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)
Q9PNY2	purH Cj0953c	PUR9_CAMJE	GO:0006189; GO:0003937; GO:0004643	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]
Q9PMG4	purA Cj1498c	PURA_CAMJE	GO:0044208; GO:0005525; GO:0004019; GO:0005737; GO:0000287	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)
Q9PNY0	purL Cj0955	PURL_CAMJE	GO:0006189; GO:0005524; GO:0005737; GO:0000287; GO:0004642	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)
Q9PHZ7	purQ Cj0514	PURQ_CAMJE	GO:0006189; GO:0005524; GO:0005737; GO:0004359; GO:0006541; GO:0004642	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)
Q9PNJ6	pyrB Cj1098	PYRB_CAMJE	GO:0044205; GO:0006207; GO:0016597; GO:0004070; GO:0006520	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)
Q9PIR1	pyrE Cj0233c	PYRE_CAMJE	GO:0044205; GO:0000287; GO:0004588; GO:0019856	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)
Q9PIC1	pyrF Cj0381c	PYRF_CAMJE	GO:0044205; GO:0006207; GO:0004590	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)
Q9PJ84	pyrG Cj0027	PYRG_CAMJE	GO:0044210; GO:0005524; GO:0003883; GO:0006541	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	CTP synthase (EC 6.3.4.2) (CTP synthetase) (UTP--ammonia ligase)
Q9PN24	pyrH Cj1274c	PYRH_CAMJE	GO:0044210; GO:0005524; GO:0033862; GO:0005737	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)
Q9PHT9	queA Cj0577c	QUEA_CAMJE	GO:0005737; GO:0016853; GO:0008616; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)
P0C634	queC Cj0016	QUEC_CAMJE	GO:0005524; GO:0016879; GO:0008616; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)
Q0PBX7	queE Cj0160c	QUEE_CAMJE	GO:0051539; GO:0016840; GO:0046872; GO:0008616	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)
Q9PLV4	queF Cj1724c	QUEF_CAMJE	GO:0005737; GO:0046857; GO:0033739; GO:0008616	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)
Q9PN90	radA sms Cj1205c	RADA_CAMJE	GO:0005524; GO:0006281; GO:0008094; GO:0003684; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA repair protein RadA homolog (DNA repair protein Sms homolog)
Q9PIZ0	rbfA Cj0137	RBFA_CAMJE	GO:0005737; GO:0006364	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosome-binding factor A
Q0P7V6	recA Cj1673c	RECA_CAMJE	GO:0005524; GO:0006310; GO:0006281; GO:0008094; GO:0009432; GO:0005737; GO:0003684; GO:0003697	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Protein RecA (Recombinase A)
Q9PHM5	recN Cj0642	RECN_CAMJE	GO:0005524; GO:0006310; GO:0006281	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA repair protein RecN (Recombination protein N)
Q9PN35	recR Cj1263	RECR_CAMJE	GO:0003677; GO:0006310; GO:0006281; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Recombination protein RecR
Q9PM63	prfA Cj1612	RF1_CAMJE	GO:0005737; GO:0016149	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Peptide chain release factor 1 (RF-1)
Q9PMK5	prfB Cj1455	RF2_CAMJE	GO:0005737; GO:0016149	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Peptide chain release factor 2 (RF-2)
Q9PHU4	ribB Cj0572	RIBB_CAMJE	GO:0008686; GO:0003935; GO:0000287; GO:0030145; GO:0009231	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)
Q9PPJ5	rimM Cj0712	RIMM_CAMJE	GO:0006364; GO:0042274; GO:0005840; GO:0043022	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosome maturation factor RimM
Q0P8G1	rimO Cj1454c	RIMO_CAMJE	GO:0051539; GO:0009451; GO:0005737; GO:0005506; GO:0018339; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)
Q9PIY9	rimP Cj0138	RIMP_CAMJE	GO:0005737; GO:0042274	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosome maturation factor RimP
Q9PIB9	ribH Cj0383c	RISB_CAMJE	GO:0000906; GO:0009231; GO:0009349; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)
Q9PI33	rplJ Cj0476	RL10_CAMJE	GO:0070180; GO:0005840; GO:0042254; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L10
Q9PI35	rplK Cj0474	RL11_CAMJE	GO:0070180; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L11
Q0P7T4	rplN Cj1697c	RL14_CAMJE	GO:0015934; GO:0019843; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L14
Q9PLX8	rplP Cj1700c	RL16_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L16
Q0P832	rplQ Cj1596	RL17_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L17
Q9PLY7	rplR Cj1691c	RL18_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L18
Q9PPJ3	rplS Cj0714	RL19_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L19
Q9PI34	rplA Cj0475	RL1_CAMJE	GO:0015934; GO:0019843; GO:0006417; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L1
Q9PIQ0	rplT Cj0245	RL20_CAMJE	GO:0019843; GO:0000027; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L20
Q0PC43	rplU Cj0094	RL21_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L21
Q9PLX6	rplV Cj1702c	RL22_CAMJE	GO:0015934; GO:0019843; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L22
Q0P7S6	rplW Cj1705c	RL23_CAMJE	GO:0000166; GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L23
Q9PLY2	rplX Cj1696c	RL24_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L24
Q9PII8	rplY ctc Cj0311	RL25_CAMJE	GO:0008097; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L25 (General stress protein CTC)
Q9PJ31	rpmA Cj0095	RL27_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L27
Q9PI58	rpmB Cj0450c	RL28_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L28
Q9PLX9	rpmC Cj1699c	RL29_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L29
Q9PLX4	rplB Cj1704c	RL2_CAMJE	GO:0015934; GO:0019843; GO:0003735; GO:0016740; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L2
Q9PIX2	rpmE Cj0155c	RL31_CAMJE	GO:0046872; GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L31
Q9PIG9	rpmF Cj0330c	RL32_CAMJE	GO:0015934; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L32
Q9PI38	rpmG Cj0471	RL33_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L33
Q9PNX4	rpmH Cj0961c	RL34_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L34
Q9PIQ1	rpmI Cj0244	RL35_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L35
Q9PM84	rpmJ Cj1591	RL36_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L36
Q9PLX1	rplC Cj1707c	RL3_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L3
Q9PLX2	rplD Cj1706c	RL4_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L4
Q9PLY3	rplE Cj1695c	RL5_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L5
Q0P7T9	rplF Cj1692c	RL6_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L6
Q9PI32	rplL Cj0477	RL7_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L7/L12
Q9PHK8	rplI Cj0664c	RL9_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L9
Q9PJ01	rlmH Cj0126c	RLMH_CAMJE	GO:0005737; GO:0070038	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)
Q0P7R8	rlmN Cj1713	RLMN_CAMJE	GO:0051539; GO:0005737; GO:0046872; GO:0070040; GO:0070475; GO:0019843; GO:0002935; GO:0000049	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)
Q9PHM1	rlpA Cj0646	RLPA_CAMJE	GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	RlpA-like lipoprotein
Q9PM40	rnc Cj1635c	RNC_CAMJE	GO:0005737; GO:0006397; GO:0046872; GO:0019843; GO:0016075; GO:0006364; GO:0004525; GO:0008033	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)
Q9PJA1	rnhB Cj0010c	RNH2_CAMJE	GO:0003723; GO:0006401; GO:0004523; GO:0005737; GO:0030145	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonuclease HII (RNase HII) (EC 3.1.26.4)
Q9PM39	rnhA Cj1636c	RNH_CAMJE	GO:0006401; GO:0004523; GO:0005737; GO:0000287; GO:0003676	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonuclease HI (RNase HI) (EC 3.1.26.4)
Q9PNX5	rnpA Cj0960c	RNPA_CAMJE	GO:0004526; GO:0001682; GO:0000049	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)
Q9PN86	rny Cj1209	RNY_CAMJE	GO:0003723; GO:0004521; GO:0016021; GO:0006402; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonuclease Y (RNase Y) (EC 3.1.-.-)
Q9PM80	rpoA Cj1595	RPOA_CAMJE	GO:0003677; GO:0003899; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)
Q46124	rpoB Cj0478	RPOB_CAMJE	GO:0003677; GO:0003899; GO:0032549; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)
Q9PI30	rpoC Cj0479	RPOC_CAMJE	GO:0003677; GO:0003899; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')
Q9PN25	rpoZ Cj1273	RPOZ_CAMJE	GO:0003677; GO:0003899; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
Q9PHT5	rppH nudH Cj0581	RPPH_CAMJE	GO:0016818; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)
Q9PIR0	frr Cj0234c	RRF_CAMJE	GO:0005737; GO:0006415	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)
Q9PLX0	rpsJ Cj1708c	RS10_CAMJE	GO:0005840; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S10
Q9PM82	rpsK Cj1593	RS11_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S11
Q9PI18	rpsL Cj0491	RS12_CAMJE	GO:0019843; GO:0015935; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S12
Q9PM83	rpsM Cj1592	RS13_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S13
Q9PLY4	rpsZ rpsN Cj1694c	RS14Z_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S14 type Z
Q0PA13	rpsO Cj0884	RS15_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S15
Q9PPJ7	rpsP Cj0710	RS16_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S16
Q9PLY0	rpsQ Cj1698c	RS17_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S17
O69301	rpsR rps18 Cj1072	RS18_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S18
Q9PLX5	rpsS Cj1703c	RS19_CAMJE	GO:0019843; GO:0015935; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S19
Q9PM64	rpsT Cj1611	RS20_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S20
Q9PID2	rpsU Cj0370	RS21_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S21
Q9PNB3	rpsB Cj1182c	RS2_CAMJE	GO:0015935; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S2
Q9PLX7	rpsC Cj1701c	RS3_CAMJE	GO:0003729; GO:0019843; GO:0015935; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S3
Q9PM81	rpsD Cj1594	RS4_CAMJE	GO:0019843; GO:0015935; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S4
Q9PLY8	rpsE Cj1690c	RS5_CAMJE	GO:0019843; GO:0015935; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S5
Q9ZAH3	rpsF rps6 Cj1070	RS6_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S6
Q9PI17	rpsG Cj0492	RS7_CAMJE	GO:0019843; GO:0015935; GO:0003735; GO:0000049; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S7
Q9PLY5	rpsH Cj1693c	RS8_CAMJE	GO:0019843; GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S8
Q9PMI3	rpsI Cj1479c	RS9_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	30S ribosomal protein S9
Q9PLW7	rsmA ksgA Cj1711c	RSMA_CAMJE	GO:0052908; GO:0003723; GO:0005737; GO:0000179	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)
Q9PNU3	rsmG Cj0997	RSMG_CAMJE	GO:0005737; GO:0070043	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)
